epoch,L,E,T,V,H,X,cusp
16,-0.10446268180066529,-0.10446268180066529,0.07608627893384445,-0.32787427315798257,0.1473253124234728,-0.038327199223798444,0.0
17,-0.11954415311825232,-0.11954415311825232,0.08299128257362628,-0.35562449940388985,0.1530890637120112,-0.040020449591724086,0.0
18,-0.12125079882575882,-0.12125079882575882,0.09559479277713802,-0.3931397014321465,0.17629410982924967,-0.04296868301127204,0.0
19,-0.1446609568225899,-0.1446609568225899,0.11524211009992129,-0.4546106328502632,0.194707565927752,-0.04712183388535705,0.0
20,-0.173820913792453,-0.173820913792453,0.14872154034827678,-0.5614204503619851,0.23887799622125516,-0.05343984886340329,0.0
21,-0.18354861819377644,-0.18354861819377644,0.230243833225575,-0.7035823675102943,0.28978991609094296,-0.06617646880433745,0.0
22,-0.1485246545835851,-0.1485246545835851,0.3477568721094819,-0.8584419081922577,0.3621603814991908,-0.08080384154243686,0.0
23,-0.22371126225681198,-0.22371126225681198,0.5155340613434202,-1.166763786571059,0.42751846297082674,-0.0982573328831908,0.0
24,-0.11494753652120945,-0.11494753652120945,0.7358435474861118,-1.357958458342531,0.5071673743352096,-0.11682248368868609,0.0
25,-0.07382414449615328,-0.07382414449615328,0.8929186531823745,-1.5515216775209915,0.5847788798424638,-0.1283248832099843,0.0
26,-0.12370101260634159,-0.12370101260634159,0.834093129198551,-1.5417523214603903,0.5839581796554976,-0.1238282266803497,0.0
27,-0.22016319157234981,-0.22016319157234981,0.6641264326798331,-1.3757963916448048,0.49150676739262206,-0.11129938908716006,0.0
28,-0.1998242837352979,-0.1998242837352979,0.42312176080433966,-1.0275451832834421,0.40459913874380465,-0.08875996852283044,0.0
29,-0.2638369713085998,-0.2638369713085998,0.2826051486319771,-0.8704014202985356,0.3239593003579588,-0.07316192178319929,0.0
30,-0.2049422607570776,-0.2049422607570776,0.20690785831164804,-0.6821188969525818,0.27026877788385617,-0.06276253820127262,0.0
31,-0.20823435505485183,-0.20823435505485183,0.16908530443016406,-0.618120452598671,0.2408007931136551,-0.05691667292831113,0.0
32,-0.19350692855169016,-0.19350692855169016,0.14384534559877593,-0.5615661874002165,0.22421391324975035,-0.05259848597340051,0.0
33,-0.19745004180826672,-0.19745004180826672,0.1370482509518725,-0.5554634477869134,0.2209651550267741,-0.05147020975919306,0.0
34,-0.19940232266938024,-0.19940232266938024,0.14286482742495277,-0.5689740554698701,0.22670690537553717,-0.052318673872364316,0.0
35,-0.21216976538054863,-0.21216976538054863,0.17185833736894957,-0.6332649174635113,0.24923681471401304,-0.057546024670328474,0.0
36,-0.2390706532354277,-0.2390706532354277,0.20702218858963434,-0.7196112165772164,0.2735183747521544,-0.06274260481988368,0.0
37,-0.23303364296838147,-0.23303364296838147,0.2766361615067883,-0.8369975763550686,0.3273277718798988,-0.07212267590067233,0.0
38,-0.2582287716057282,-0.2582287716057282,0.41201676041718027,-1.052708154730535,0.38246262270762654,-0.08756839674546213,0.0
39,-0.11213615838125897,-0.11213615838125897,0.5463852114066233,-1.1318702475362694,0.4733488777483871,-0.10022339513272036,0.0
40,-0.14086117991842628,-0.14086117991842628,0.6498225554875063,-1.2786310212816745,0.4879472858757423,-0.10950927982785878,0.0
41,-0.21147671459618284,-0.21147671459618284,0.6676991533344316,-1.3596553584710178,0.4804794905404032,-0.11065428176155365,0.0
42,-0.2025843284159873,-0.2025843284159873,0.6037246447060204,-1.2730192499272088,0.466710276805201,-0.10476023712894479,0.0
43,-0.19104151721621743,-0.19104151721621743,0.537679093200448,-1.18261863941297,0.45389802899630477,-0.09953507374916501,0.0
44,-0.29195704624689384,-0.29195704624689384,0.40840598458785515,-1.0745175101644404,0.37415447932969137,-0.0869584218338622,0.0
45,-0.2522627873449583,-0.2522627873449583,0.33060805445060126,-0.9497882422367111,0.36691740044115156,-0.07836639169698213,0.0
46,-0.28677071189214176,-0.28677071189214176,0.2719333983918433,-0.8809037110236777,0.3221996007396926,-0.07119132883147955,0.0
47,-0.2755640244530528,-0.2755640244530528,0.2585284125283852,-0.8436259484703149,0.30953351148887687,-0.06970511273325655,0.0
48,-0.25467924667436964,-0.25467924667436964,0.25721995292220656,-0.8224055803313004,0.31050638073472425,-0.06932698135341248,0.0
49,-0.24449898363477407,-0.24449898363477407,0.28169149680078875,-0.8513222432639699,0.325131762828407,-0.07245285314308186,0.0
50,-0.260827592029222,-0.260827592029222,0.30297442504974487,-0.8962828934053004,0.3324808763263336,-0.07493868236828373,0.0
51,-0.2751614686807514,-0.2751614686807514,0.3389954426277111,-0.9670379301472253,0.3528810188387628,-0.07910950960604382,0.0
52,-0.3113746743978351,-0.3113746743978351,0.370900491712296,-1.0549696284159975,0.37269446230586634,-0.08258928507707067,0.0
53,-0.2310490184538184,-0.2310490184538184,0.40559775269128306,-1.0446921454181264,0.4080453742730249,-0.08643177118508316,0.0
54,-0.2915830567490317,-0.2915830567490317,0.40959244701988196,-1.0759382956657655,0.3747627918968519,-0.08687790943838478,0.0
55,-0.3074922016086533,-0.3074922016086533,0.3832884791415415,-1.071453153775147,0.3806724730249522,-0.08426523274209168,0.0
56,-0.31047463655284113,-0.31047463655284113,0.35446000807057776,-1.0255982320234245,0.36066358740000537,-0.08084881624930743,0.0
57,-0.27881134441333655,-0.27881134441333655,0.34393472441538936,-0.980892618989555,0.3581465501608291,-0.07955576644526488,0.0
58,-0.3118001648243975,-0.3118001648243975,0.32044468054637276,-0.9789481891895058,0.3467033438187354,-0.07666887665312126,0.0
59,-0.2539854985957178,-0.2539854985957178,0.33008571486884664,-0.9439412538234848,0.3598700403589204,-0.07803622012733434,0.0
60,-0.25768446259296296,-0.25768446259296296,0.3266816359832231,-0.9373264959005725,0.35296039732438633,-0.07741561194595797,0.0
61,-0.2424806598466843,-0.2424806598466843,0.31904758250642207,-0.9036971913807654,0.3421689490276591,-0.07643900694385697,0.0
62,-0.25637080794899963,-0.25637080794899963,0.30648710311920374,-0.9009120041286255,0.3380540930604221,-0.07494339235583722,0.0
63,-0.2837609395999794,-0.2837609395999794,0.29077615259269396,-0.8979675546882182,0.32343046249554475,-0.07302748844795637,0.0
64,-0.2883355384711194,-0.2883355384711194,0.29428556994163946,-0.9013296390296872,0.3187085306169284,-0.07352538798889816,0.0
65,-0.2754397367899112,-0.2754397367899112,0.29418547848267196,-0.8996256961125497,0.3300004808399667,-0.07329405919821322,0.0
66,-0.2888774198278157,-0.2888774198278157,0.318561407927229,-0.9491724262593165,0.3417335985042719,-0.0764217306972536,0.0
67,-0.3028394636843563,-0.3028394636843563,0.31661086329647714,-0.9558624801890512,0.3364121532082178,-0.07596546945014859,0.0
68,-0.32343705230344827,-0.32343705230344827,0.3307539681100278,-1.0008271266761883,0.34663610626271235,-0.07733656440187288,0.0
69,-0.28838737672971837,-0.28838737672971837,0.3395758660321939,-0.9764097445298539,0.3484465017679418,-0.07810765043022591,0.0
70,-0.2823150243940832,-0.2823150243940832,0.3759018280477334,-1.0330138170321779,0.37479696459036127,-0.08211349706138535,0.0
71,-0.3154067112413123,-0.3154067112413123,0.39008963700442695,-1.077549774426099,0.3720534261803596,-0.08361458623083177,0.0
72,-0.28360550889793334,-0.28360550889793334,0.3693621757999499,-1.0280979036826072,0.37513021898472376,-0.08099841860793297,0.0
73,-0.29898970600207075,-0.29898970600207075,0.37206535310036076,-1.044627730655154,0.37357267155272217,-0.08209559900780017,0.0
74,-0.31939492477331954,-0.31939492477331954,0.33449369641349724,-1.003064432177672,0.3491758109908554,-0.07736590296469009,0.0
75,-0.3331532889593352,-0.3331532889593352,0.32009677904775424,-1.0016791465663162,0.34842907855922667,-0.07576966811181396,0.0
76,-0.31406435497370094,-0.31406435497370094,0.31880719664518536,-0.9593480750495115,0.3264765234306252,-0.07585044818675693,0.0
77,-0.29004626517657245,-0.29004626517657245,0.33313696621979016,-0.9672018649282317,0.344018633531869,-0.07743439590117804,0.0
78,-0.33885599691881735,-0.33885599691881735,0.3451296440684749,-1.0379542572293694,0.35396861624207715,-0.07851572827522348,0.0
79,-0.3298331803664038,-0.3298331803664038,0.37857181610261753,-1.0780167315967044,0.36961173512768314,-0.08201634160192794,0.0
80,-0.2899673412671597,-0.2899673412671597,0.3830267265758184,-1.0734579283782995,0.40046386053532135,-0.08223459132294789,0.0
81,-0.3045158665307914,-0.3045158665307914,0.3386474448525733,-0.9990951368185188,0.35593182543515406,-0.07714778392074814,0.0
82,-0.35556653951507766,-0.35556653951507766,0.33701432363149286,-1.0382677047836828,0.34568684163711216,-0.07743662137982421,0.0
83,-0.3811544106533763,-0.3811544106533763,0.3205841258959285,-1.0368025555328728,0.3350640189835682,-0.07526214318759342,0.0
84,-0.3681115656393294,-0.3681115656393294,0.3391516910058383,-1.050612365380779,0.3433491087356114,-0.07716714672245542,0.0
85,-0.354000893719678,-0.354000893719678,0.35694153748703805,-1.066001321551748,0.3550588903450319,-0.07880674273605437,0.0
86,-0.3065389566861811,-0.3065389566861811,0.3754571289203733,-1.0477308788339852,0.3657347932274309,-0.08090632917883067,0.0
87,-0.35477989568379154,-0.35477989568379154,0.37475875835511296,-1.0893098631339195,0.359771209095015,-0.07990310764876406,0.0
88,-0.33548556564353804,-0.33548556564353804,0.3966779618670798,-1.117541281119511,0.385377753608893,-0.08278397925704503,0.0
89,-0.38239330225192486,-0.38239330225192486,0.3966962329803842,-1.139976610621909,0.36088707538959985,-0.08276826961249212,0.0
90,-0.33340253065048187,-0.33340253065048187,0.36834396455813656,-1.0720867506089846,0.3703402554003662,-0.07926733707871521,0.0
91,-0.3937540939876613,-0.3937540939876613,0.36963272079422077,-1.1074098524893101,0.3440230377074281,-0.07903581592299334,0.0
92,-0.3559126374341696,-0.3559126374341696,0.36246768361958,-1.0718045276103636,0.353424206556614,-0.07883707117654544,0.0
93,-0.33374767013414086,-0.33374767013414086,0.3581628016891838,-1.0392901765524738,0.34737970472914914,-0.07769772038616113,0.0
94,-0.3514868873523924,-0.3514868873523924,0.38128998927496205,-1.079052524829191,0.3462756482018365,-0.08045057426493991,0.0
95,-0.40103651021196585,-0.40103651021196585,0.39217977414610644,-1.1635884635387206,0.37037217918064824,-0.08153635872433845,0.0
96,-0.297765253728932,-0.297765253728932,0.36534924126191526,-1.0279560325553967,0.3648415375645496,-0.07870437634346616,0.0
97,-0.35539402865626113,-0.35539402865626113,0.3485529889714294,-1.0489578625070517,0.34501084487936134,-0.07663886975511186,0.0
98,-0.36247377475178116,-0.36247377475178116,0.3052143449697057,-0.9900670786747472,0.3223789589532603,-0.07149715470386747,0.0
99,-0.35446084226510394,-0.35446084226510394,0.29792825914506466,-0.9712119381045909,0.31882283669442235,-0.07099034192951897,0.0
100,-0.37532597891606023,-0.37532597891606023,0.3722416650973853,-1.0880630579221975,0.3404954139087518,-0.07872277413564382,0.0
101,-0.34333902648780346,-0.34333902648780346,0.43657034304070963,-1.155097547113097,0.37518817758458395,-0.08458452602392667,0.0
102,-0.3853094212093664,-0.3853094212093664,0.5104688434641008,-1.2996362562922001,0.403857991618733,-0.09058414436389398,0.0
103,-0.36241964215213474,-0.36241964215213474,0.49514896735380715,-1.254936301066077,0.39736769156013513,-0.0895997791729274,0.0
104,-0.3972232164186311,-0.3972232164186311,0.4607131614597123,-1.2461202081405116,0.38818383026216824,-0.08594407637364412,0.0
105,-0.4079298069856592,-0.4079298069856592,0.3816041183442045,-1.1302368516368966,0.3407029263070328,-0.07830155611244632,0.0
106,-0.4288928493169431,-0.4288928493169431,0.38401571805884804,-1.1532478757372753,0.3403393083614841,-0.0783496233425072,0.0
107,-0.45971765402307796,-0.45971765402307796,0.3753055823727592,-1.1595345929574485,0.32451135656161123,-0.07701931650229499,0.0
108,-0.4059874727248515,-0.4059874727248515,0.37606921594159737,-1.1186954171398438,0.33663872847339504,-0.07692131412048402,0.0
109,-0.3642897556370498,-0.3642897556370498,0.43740046719881676,-1.1702882948246804,0.36859807198881367,-0.08279862292167722,0.0
110,-0.3461837511849916,-0.3461837511849916,0.37464833493034655,-1.0589962981802374,0.3381642120648991,-0.07673787694417498,0.0
111,-0.3406408970950595,-0.3406408970950595,0.31765815899036837,-0.9740236114523145,0.31572455536688665,-0.07127116761038903,0.0
112,-0.384202640726943,-0.384202640726943,0.3089621913774108,-0.9925061043672793,0.2993412722629254,-0.06979767296419762,0.0
113,-0.4385411744413627,-0.4385411744413627,0.32270135358385815,-1.0649375528657197,0.30369502484049893,-0.07110968616608676,0.0
114,-0.4493646786667726,-0.4493646786667726,0.43693495781946656,-1.2397472786438457,0.35344764215760643,-0.08080508832185554,0.0
115,-0.3959713877019821,-0.3959713877019821,0.5663387581769049,-1.3795756462327615,0.41726550035387466,-0.09161486852290987,0.0
116,-0.401627401972265,-0.401627401972265,0.5908998622383146,-1.4011528486589537,0.40862558444837427,-0.0932050323477566,0.0
117,-0.4106568860271607,-0.4106568860271607,0.47480765433547556,-1.2498877443639884,0.3644232040013524,-0.08412672983605252,0.0
118,-0.45927306599888634,-0.45927306599888634,0.35589650918843424,-1.1182550501570843,0.30308547496976385,-0.07345373138346206,0.0
119,-0.4523789588089548,-0.4523789588089548,0.3249850146443973,-1.0776578848856222,0.30029391143227013,-0.0709409765400425,0.0
120,-0.4809342774294908,-0.4809342774294908,0.3168380638178967,-1.0965458007046214,0.29877345945723366,-0.06973235350802791,0.0
121,-0.3776565572429764,-0.3776565572429764,0.3637481541080683,-1.0713828283801485,0.32997811702910373,-0.07425623437336881,0.0
122,-0.3604682631792565,-0.3604682631792565,0.43189879028189826,-1.1457912693962942,0.3534242159351392,-0.07954356147220357,0.0
123,-0.4195425992096605,-0.4195425992096605,0.45628715764036226,-1.2331162879714568,0.3572865311214341,-0.08147540062398725,0.0
124,-0.43737983601787733,-0.43737983601787733,0.4622111680754926,-1.2469870522818496,0.3473960481884796,-0.08119157987856987,0.0
125,-0.48262576245232447,-0.48262576245232447,0.40947651770799703,-1.2163449959777775,0.32424271581745595,-0.07581422935429061,0.0
126,-0.4211385599638016,-0.4211385599638016,0.3433011115148561,-1.0892821892572457,0.3248425177785881,-0.0705764177506574,0.0
127,-0.4234369688159775,-0.4234369688159775,0.32215993430626616,-1.0618295738339607,0.31623267071171707,-0.06781384746347532,0.0
128,-0.48514043674321006,-0.48514043674321006,0.3957933156082627,-1.207579862460816,0.32664611010934336,-0.07451791383821083,0.0
129,-0.5189149559182881,-0.5189149559182881,0.48432291811767814,-1.3447137642838434,0.3414758902478771,-0.08170910860659704,0.0
130,-0.471283131324038,-0.471283131324038,0.5532316306944949,-1.393838465157307,0.36932370313877394,-0.08691312499298566,0.0
131,-0.7102382303244233,-0.7102382303244233,0.650552475481993,-1.7496607978479737,0.3888700920415573,-0.0924069509892465,0.0
132,-0.5248216002221493,-0.5248216002221493,0.6716022846877376,-1.5770035628813543,0.3805796779714672,-0.09477283926553004,0.0
133,-0.44722917381074423,-0.44722917381074423,0.5236262284095564,-1.3311005775113471,0.3602451752910465,-0.08420418713725869,0.0
134,-0.4227652442989027,-0.4227652442989027,0.3995731902744246,-1.1254073640829754,0.30306892950964825,-0.07393365484162913,0.0
135,-0.43676419200830563,-0.43676419200830563,0.33396670916515464,-1.0660052311174328,0.2952743299439725,-0.06745674096699628,0.0
136,-0.46011253240247485,-0.46011253240247485,0.35770880611111044,-1.1110484265838618,0.29322708807027664,-0.06969335094438317,0.0
137,-0.49121684494774587,-0.49121684494774587,0.36287355174419467,-1.138573998368361,0.2844836016764204,-0.06996824374979553,0.0
138,-0.48451626827950567,-0.48451626827950567,0.44983205841489404,-1.2540202041196657,0.31967187742526587,-0.07535242791630259,0.0
139,-0.5332336773760384,-0.5332336773760384,0.4523928950787859,-1.3097272719801203,0.3241006995252958,-0.07608281889022403,0.0
140,-0.5695731170742654,-0.5695731170742654,0.46101001170317474,-1.3440277089886994,0.3134445802112593,-0.07693557924890768,0.0
141,-0.5561180822309295,-0.5561180822309295,0.4338199485538023,-1.288288947923943,0.29835091713921125,-0.07518726580567969,0.0
142,-0.5043495824711051,-0.5043495824711051,0.4451492805227121,-1.2539542135106163,0.3044553505167992,-0.07578505006755629,0.0
143,-0.33972804659513445,-0.33972804659513445,0.3985464865402316,-1.0583554044561296,0.32008087132076346,-0.0726204761587696,0.0
144,-0.41933338319734714,-0.41933338319734714,0.3909898815731957,-1.1121254615884957,0.30180219681795295,-0.07248397725159829,0.0
145,-0.50025173483189,-0.50025173483189,0.39263503343785067,-1.1942559350546564,0.30136916678491577,-0.07232110466340548,0.0
146,-0.5138340236550794,-0.5138340236550794,0.41726539055812195,-1.2105737505000356,0.27947433628683416,-0.07190704079161057,0.0
147,-0.4998459197135548,-0.4998459197135548,0.36166281645932097,-1.1425893497950117,0.2810806136221359,-0.06833993825590841,0.0
148,-0.3502752711895003,-0.3502752711895003,0.35027908246581113,-0.9793231634393988,0.2787688097840874,-0.06829913250041042,0.0
149,-0.23663975916726976,-0.23663975916726976,0.2974807997407992,-0.8097039968721652,0.2755834379640963,-0.064567478763097,0.0
150,-0.25377144366688287,-0.25377144366688287,0.2375862768482362,-0.7284691571492354,0.23711143663411635,-0.05804183973346439,0.0
151,-0.2540778777063543,-0.2540778777063543,0.18004259307547776,-0.6427838369243486,0.20866336614251654,-0.0524116703277775,0.0
152,-0.2913532651982509,-0.2913532651982509,0.13648745007023577,-0.6182882591335672,0.19044754386508045,-0.04666081162084441,0.0
153,-0.2866200995892646,-0.2866200995892646,0.12771563221862697,-0.5999028682461564,0.18556713643826478,-0.04454032861071734,0.0
154,-0.3410610047433029,-0.3410610047433029,0.1505443902073494,-0.6946771926186754,0.20307179766802325,-0.04773856820585331,0.0
155,-0.4808326937938211,-0.4808326937938211,0.24649810635893687,-0.9621720368677941,0.23484123671503598,-0.05695158996805259,0.0
156,-0.525057240899105,-0.525057240899105,0.4996679535886983,-1.3375365491231315,0.31281135463532794,-0.07795830297435857,0.0
157,-0.35041611307356113,-0.35041611307356113,0.8313562589202008,-1.5887711214855693,0.40699874949180714,-0.09873213001070909,0.0
158,-0.10451138145955828,-0.10451138145955828,1.2344480091944134,-1.8066990229484223,0.4677396322944506,-0.12105565801256515,0.0
