epoch,E,T,V,H,XC,t
258,-3300.517326903493,185.667576603405,-6545.300035991391,3090.530182308661,-31.415049824167436,22.254868030548096
259,-3246.5469005835575,182.5479193647291,-6519.476403441966,3121.4287539574425,-31.047170463763422,22.616554498672485
260,-3311.4939062189983,183.9335362179195,-6525.547726092846,3061.373823616368,-31.253539960441362,22.300100803375244
261,-3172.93954245132,186.51713795092135,-6565.310661002421,3237.361651926509,-31.50767132632906,22.865962743759155
262,-3352.4136938528045,185.51327299856365,-6546.306225948115,3039.779991051304,-31.40073195455803,22.193687915802002
263,-3341.6990450076933,185.57108992077477,-6497.11869092334,3001.2427833520396,-31.394227357167686,22.362887382507324
264,-3245.6838171032955,186.63316452169343,-6553.01552492691,3152.256961518878,-31.55841821695636,21.958975076675415
265,-3304.856932133873,184.94912890508587,-6498.789403962012,3040.3032009910726,-31.31985806802052,21.37865662574768
266,-3266.6432571762143,183.02957376129646,-6525.891859815465,3107.3422184712613,-31.123189593307217,22.92508292198181
267,-3255.5285758094155,185.22752467530785,-6510.583442541921,3101.1720898436315,-31.344747786434056,22.30085301399231
268,-3219.5032110180036,184.05842095151232,-6479.340097411995,3106.96387526649,-31.18540982401155,22.255403757095337
269,-3275.359787195255,186.0732767230586,-6546.541012022653,3116.5837585266163,-31.475810422276933,23.634129762649536
270,-3320.706400919603,184.49939486450597,-6513.338918062299,3039.440736230597,-31.30761395240637,21.381662130355835
271,-3077.1010719465294,186.52003479245724,-6510.679094713686,3278.4849165376845,-31.42692856298434,22.75158929824829
272,-3235.8152802591353,182.8467884647302,-6502.882126758237,3115.3012339553775,-31.081175921005364,22.221620798110962
273,-3305.8696261905025,183.9120268355569,-6539.527068185542,3080.9641816188664,-31.21876645938433,22.733087301254272
274,-3212.5881960976385,183.78623423331754,-6500.888152492229,3135.6932506923245,-31.179528531051222,21.429863929748535
275,-3278.6427031995077,184.9644942368866,-6559.903407561931,3127.667073634444,-31.370863508907192,22.156498432159424
276,-3377.22057934402,185.98963281562837,-6539.028067837787,3007.2443204949013,-31.426464816762653,22.69550609588623
277,-3174.053353263838,184.67060570114126,-6521.710743734852,3194.338025063653,-31.351240293778787,22.207362174987793
278,-3333.4893909584785,185.06838506114565,-6536.464167660783,3049.275948848579,-31.369557207421618,22.689791440963745
279,-3243.7034941663537,184.8228249609446,-6493.873863558406,3096.6331541852137,-31.28560975410608,22.208411693572998
280,-3310.186733677431,186.4298826886228,-6536.108598139075,3071.0092791938996,-31.517297420879338,22.491272926330566
281,-3293.261155742934,184.81301722135404,-6523.291784819917,3076.5111742933323,-31.293562437704175,23.55605983734131
282,-3337.840668744582,185.50944996834386,-6544.606416017014,3052.632343729412,-31.376046425322546,22.39205837249756
283,-3277.53757845397,187.45589147548745,-6549.535917906881,3116.172120441343,-31.62967246391903,22.780824422836304
284,-3179.9089811676427,183.68467936667665,-6511.3841252853745,3179.010109042697,-31.219644291642567,23.20165467262268
285,-3315.0379639511975,184.52683242651332,-6516.400379595416,3048.1556606921135,-31.32007747440805,21.66825222969055
286,-3253.6715288812156,183.61214911032923,-6494.198949002657,3088.1351959417575,-31.21992493064442,22.812507152557373
287,-3076.6821896390693,181.243708275235,-6496.429518446136,3269.4941896120076,-30.990569080175487,22.31237816810608
288,-3361.966653875553,184.91533390324733,-6551.400943773769,3035.854167495492,-31.335211500523823,22.32675290107727
289,-3291.7685931124547,182.5102544648982,-6500.241042795104,3057.0523068145894,-31.09011159683938,22.720499992370605
290,-3372.7691209116133,183.9585915404097,-6518.719148990348,2993.301691145413,-31.31025460708799,22.267917156219482
291,-3247.2052902621276,187.36161221677594,-6547.189084586184,3144.235707640041,-31.613525532760086,23.629878520965576
292,-3259.680682836722,184.85594707545297,-6520.674617504798,3107.447336931466,-31.309349338843322,22.211429357528687
293,-3437.405974049961,182.9893954977968,-6533.818437241678,2944.602351031475,-31.179283337554676,22.338717937469482
294,-3354.974612615906,187.1344204340365,-6575.26709619813,3064.7865014532235,-31.628438305036145,22.76525616645813
295,-3289.4924247043955,185.03848311370618,-6510.931069676753,3067.7538817913783,-31.353719932726403,22.270226001739502
296,-3246.8680845174363,181.92642197080272,-6506.747561141059,3108.9867244913758,-31.03366983855648,22.85333514213562
297,-3279.5767910919176,185.4907066442813,-6532.837713492155,3099.205573436799,-31.43535768084359,23.233507871627808
298,-3234.887132729467,182.5729865365511,-6486.687132235613,3100.438516317079,-31.211503347483774,22.501200675964355
299,-3375.786068895394,185.9858117854012,-6522.712736438876,2992.3469711912967,-31.406115433216375,22.002561330795288
300,-3263.852970904215,184.3895237400455,-6484.032676569385,3067.1087460451786,-31.31856412005337,22.277084350585938
301,-3244.8892348602176,182.3128544790276,-6464.403149512362,3068.2561989588075,-31.055138785690392,22.355336904525757
302,-3221.7483356200282,184.8015079773758,-6510.271220734282,3135.0218004596077,-31.300423322728996,22.843590259552002
303,-3096.8748723956037,187.09654965790844,-6539.792769170981,3287.4540950471155,-31.632747929645426,22.329905033111572
304,-3173.5524653621887,184.58824712169107,-6513.793220818282,3186.9596334003045,-31.307125065901865,21.994544982910156
305,-3307.4675258854886,185.65009236164963,-6508.67441837332,3046.911109305609,-31.354309179426828,22.225670337677002
306,-3102.2997398907723,183.5427187911715,-6506.813994179977,3252.2293283395497,-31.257792841516963,23.365943431854248
307,-3322.25261223411,186.06110161609394,-6531.063310128322,3054.1625754043503,-31.412979126231647,22.723934412002563
308,-3264.6700686718345,183.26967948492972,-6513.462572494765,3096.610470970176,-31.087646632174614,22.225140810012817
309,-3257.167777580336,183.39403116456012,-6474.743990846064,3065.350733920201,-31.168551819032686,22.964996337890625
310,-3254.7773400770684,186.99599876977845,-6535.208765983766,3124.9712662884353,-31.535839151516267,21.46852445602417
311,-3199.2635544612695,185.0077306600527,-6531.737452222208,3178.841259735991,-31.375092635106036,22.414198637008667
312,-3385.2536282148412,186.4965925202264,-6511.731876641948,2971.3871607778224,-31.40550487094168,23.71052861213684
313,-3184.6172495873952,184.4697031363993,-6530.549407217855,3192.7561856626685,-31.29373116860669,22.453495502471924
314,-3304.4917188646396,187.52443870368754,-6547.460102787362,3087.0744502051853,-31.63050498614894,22.294397592544556
315,-3281.11630348273,187.44022359861304,-6540.820087363319,3103.854105357615,-31.590545075638985,22.833842039108276
316,-3426.7809678162466,184.08439272499848,-6477.3692134438825,2897.754082867439,-31.250229964800965,21.41318917274475
317,-3334.964336577649,184.1220402517482,-6476.847232989935,2988.936899451022,-31.176043290483765,22.2716281414032
318,-3368.4703075162415,184.8071231031772,-6534.840085353498,3012.9429432930815,-31.38028855900206,25.566287994384766
319,-3242.6522791248203,184.75646836232167,-6542.327863869838,3146.214962136156,-31.29584575345956,22.409069776535034
320,-3349.4883371139113,182.77567797903416,-6501.504013073705,3000.374244986572,-31.134247005812714,22.97663450241089
321,-3278.017422153826,186.33604767977886,-6536.542220919196,3103.7021585687594,-31.513407483167764,22.291901111602783
322,-3294.500042356469,183.8244195340613,-6512.8451414327155,3065.7628781300277,-31.242198587841806,22.304011344909668
323,-3297.964350346083,183.70065473595776,-6536.464861097505,3086.0522143182834,-31.25235830281914,22.808781385421753
324,-3220.0850915885176,185.23588522849022,-6486.167774824396,3112.130628449005,-31.28383044161679,21.473411798477173
325,-3154.944575508725,181.864339834318,-6489.148404150435,3183.3807931344586,-31.041304327065323,22.27417802810669
326,-3129.9611725559384,184.26419374809817,-6487.174307712981,3204.2146256366586,-31.26568422771304,22.833441972732544
327,-3163.505753209268,185.1943893373423,-6496.18589259558,3178.86388853293,-31.3781384839611,22.21857452392578
328,-3257.1976649055546,185.1382383154512,-6513.819392118516,3102.8029082934727,-31.319419395962047,22.31576132774353
329,-3314.6482079140387,184.5727297651505,-6508.018743651565,3040.170091218306,-31.372285245929152,22.962581157684326
330,-3350.312723033946,186.87750725048647,-6527.820588038904,3022.27029930153,-31.639941547058967,22.36304783821106
331,-3265.0873338055576,182.9935598347029,-6473.207109702138,3056.2737494846842,-31.147533422805896,22.277488231658936
332,-3334.1408020461463,183.8706101065989,-6502.682540204664,3015.8921509388433,-31.22102288692427,22.638510704040527
333,-3420.040987517616,187.01386805484753,-6563.260339185372,2987.796902756135,-31.591419143225668,22.33903741836548
334,-3295.9849108096664,183.33567506095804,-6495.236585222574,3047.0388799182697,-31.122880566320738,22.456591367721558
335,-3320.8519894840906,188.1029931054246,-6573.195344777148,3095.90269451217,-31.66233232453578,22.965652227401733
336,-3215.4045749530956,185.90664709309664,-6556.0645145134595,3186.155773308892,-31.402480841624833,22.253423929214478
337,-3528.452231800052,186.2971444598893,-6567.087896379799,2883.779194099314,-31.440673979455852,22.791171073913574
338,-3347.3207842829643,185.98142302156805,-6512.375683515871,3010.551229638377,-31.477753427037992,21.808233737945557
339,-3250.981907102392,185.6638567615367,-6525.08275530654,3119.8831214696693,-31.44613002705779,22.35634732246399
340,-3255.7357606743126,183.81274868243852,-6523.707291312361,3115.4459167633104,-31.28713480769966,22.89879870414734
341,-3331.440982303359,185.9633090100397,-6508.106023100061,3022.1735294066802,-31.471797620017373,22.325382947921753
342,-3131.406975986665,184.99988792546714,-6507.701873102545,3222.6366327028254,-31.34162351241304,22.302236795425415
343,-3319.579201674666,184.74393592505456,-6500.582266659243,3027.6571295529757,-31.398000493453225,22.665177583694458
344,-3172.2565254780397,184.3082599913552,-6490.594962904452,3165.3310115525433,-31.30083411748765,23.162192583084106
345,-3223.3052995703592,187.25559326147948,-6531.463191113,3152.507939552076,-31.605641270915143,25.752207279205322
346,-3165.0683892020666,183.35015710145203,-6496.3308763106315,3179.108325144044,-31.19599513693154,22.948930025100708
347,-3098.5606247619576,182.38646857926454,-6514.715316159909,3264.8687703125624,-31.100547493876533,22.384382009506226
348,-3259.346327008265,183.54145656862457,-6533.826783970751,3122.1490958671484,-31.2100954732862,22.23302936553955
349,-3249.2228042407687,183.5061039139016,-6532.600293238784,3131.109687471844,-31.238302387730457,22.983943223953247
350,-3186.1260779085646,188.6111304426042,-6565.95752616201,3222.950149888165,-31.72983207732429,22.315123319625854
351,-3199.2732327449135,183.62815476519592,-6546.806052274214,3195.120189714963,-31.21552495085883,22.357555866241455
352,-3120.9481301903566,180.61628196106778,-6488.667100446597,3218.0191389671454,-30.916450671973255,22.977325677871704
353,-3216.2646465622206,183.1771149681492,-6537.0272484302395,3168.7565550455392,-31.171068145670038,22.15118432044983
354,-3266.4377439474715,186.20694546536677,-6546.308303498818,3125.1651009838147,-31.50148689783516,23.125762939453125
355,-3269.8416590424836,183.09944161024458,-6485.9132783961195,3064.1171581426597,-31.144980399268608,22.734062910079956
356,-3279.9945508115757,187.65240032030334,-6521.800022072127,3085.817156485162,-31.664085544913007,22.41467308998108
357,-3253.171141910987,188.06904025444132,-6530.170473446427,3120.5826682402976,-31.65237695929946,22.41964340209961
358,-3157.2829381100305,185.91614928084402,-6524.133298605737,3212.39467037277,-31.4604591579088,22.95025134086609
359,-3289.391728771852,186.11871854068437,-6564.628487556599,3120.566012800501,-31.447972556439062,23.2020423412323
360,-3284.58384000971,186.01656182765467,-6541.1354112894805,3102.013185868683,-31.4781764165676,22.454455852508545
361,-3223.04943188233,185.4573573259214,-6563.454520155676,3186.4056299655067,-31.457899018081523,23.013731479644775
362,-3212.189988779661,185.2112637369665,-6527.002209709165,3160.9113068806787,-31.31034968814108,22.50424861907959
363,-3218.7076046028956,183.55671639018541,-6483.574878752507,3112.49255535187,-31.181997592443754,22.321877241134644
364,-3233.0923404587875,184.62230799274658,-6523.162292044174,3136.7591761816802,-31.311532589040866,22.97022557258606
365,-3272.0615969759815,186.02110903287488,-6552.172292392066,3125.546442123138,-31.45685573992769,21.576366424560547
366,-3237.8997774775457,187.86670044424105,-6516.1483340179475,3122.0072106049497,-31.62535450878967,22.350708723068237
367,-3325.1241765022482,187.67660400017937,-6562.050850944659,3080.930557383244,-31.6804869410118,24.029109954833984
368,-3196.6504755659257,185.3439891528011,-6527.979278606981,3177.423809566272,-31.43899567801744,21.481366872787476
369,-3024.742326731478,183.61263336311785,-6484.141528034705,3306.9636944138647,-31.17712647375596,23.21016216278076
370,-3205.8895802429456,189.06120078454927,-6538.252055072117,3175.1026248286325,-31.801350784009433,23.015584230422974
371,-3262.338220960393,184.93086332270073,-6537.344803952523,3121.3633074582826,-31.287587788853244,24.310755968093872
372,-3284.573552308268,183.5972547764002,-6519.904362652145,3082.9817136648226,-31.248158097344806,22.472055435180664
373,-3300.39475924618,183.65395736879512,-6509.628105282612,3056.8516617158593,-31.272273048222566,23.117491960525513
374,-3214.183649164125,183.39162376137602,-6524.968963981835,3158.6313598647653,-31.23766880843216,22.32239007949829
375,-3284.7872142725,182.65395960858427,-6485.376949205325,3049.026713501672,-31.09093817743037,22.35265588760376
376,-3189.219927880859,182.53893849514427,-6511.673525988986,3171.0239422361874,-31.109282623205406,23.073336839675903
377,-3374.415286055323,185.25359823316677,-6525.909990412268,2997.6789611192544,-31.437854995476208,21.43931484222412
378,-3248.8195313504275,182.76293589640224,-6472.310139421722,3071.8661436954794,-31.138471520587533,21.99006414413452
379,-3193.4901044866374,184.0835205217979,-6503.085752441839,3156.749322981841,-31.237195548438034,22.694388389587402
380,-3338.515717552593,184.16243341762214,-6535.903650862698,3044.5511470334363,-31.32564714095483,22.367459297180176
381,-3221.108202126324,186.91383102778258,-6554.732672746865,3178.2652440250936,-31.55460443233482,24.177170515060425
382,-3342.6776234665485,190.10009846303316,-6585.547220780555,3084.522570408317,-31.753071557344068,23.073643445968628
383,-3209.6993168685663,187.4592810104695,-6539.031320279743,3173.4885341035138,-31.615811702805956,21.43192410469055
384,-3275.1874432559225,184.9685361121359,-6506.9019751874075,3078.0675549920284,-31.321559172679816,21.509626388549805
385,-3298.867976933117,184.92996735564182,-6505.846900351402,3053.4304624076253,-31.381506344983546,23.05873942375183
386,-3066.5488102379995,185.2951046107639,-6523.259217895633,3302.8612463799186,-31.445943333048877,22.337923765182495
387,-3125.8357082900943,182.02608986315911,-6460.681999183602,3183.888197131497,-31.067996101148342,22.433274269104004
388,-3160.341180017478,184.6385520913583,-6517.391231109516,3203.8136617859545,-31.402162785273045,22.28875494003296
389,-3367.0869367289542,185.0663196207147,-6550.627113789087,3029.786531396584,-31.31267395716503,23.17167592048645
390,-3164.2589056293546,183.2480553079243,-6529.890639770593,3213.5166919791654,-31.13301314585058,21.576642990112305
391,-3191.6840776353097,184.49010628346238,-6499.431024503944,3154.556556261724,-31.299715676551582,22.342250108718872
392,-3392.6752845582023,186.02462135609375,-6532.389583073773,2985.19555656706,-31.505879407582572,23.39031434059143
393,-3256.1599291626653,185.35980088729582,-6524.94992585728,3114.8052068368243,-31.375011029505217,21.64611506462097
394,-3363.6442229872914,188.8354195120668,-6550.1140906395485,3029.3779058117607,-31.74345767156977,22.46357297897339
395,-3235.7074059563997,184.3837170569308,-6508.093914072432,3119.305885315127,-31.303094256026,22.843257665634155
396,-3240.378035586338,183.74565124699456,-6530.898612160135,3138.014428069645,-31.239502742842518,22.549309253692627
397,-3214.866749548761,180.21282918028803,-6489.3609030869675,3125.2135558391665,-30.93223148124814,22.527503728866577
398,-3271.5815688778434,183.92812971189073,-6498.196452527017,3073.9004375288664,-31.213683591583354,23.865561485290527
399,-3309.7210753420577,183.78619086923968,-6543.076778950058,3080.818926466411,-31.249413727649824,22.629822492599487
400,-3382.5540378468,185.08642520056858,-6574.04244444894,3037.7974123750078,-31.39543097343588,23.285356760025024
401,-3207.6941662380345,187.02983734552356,-6533.048278241077,3169.8900599828708,-31.565785325350554,23.007729053497314
402,-3379.054561158514,186.30229369182766,-6560.951089594118,3026.9826039668164,-31.388369223039803,22.718206882476807
403,-3334.007595451427,186.031468012069,-6545.610331621412,3057.0140877040476,-31.442819546131698,22.431402444839478
404,-3283.0128981908942,183.37157672592957,-6507.029670948305,3071.7825472580857,-31.13735122660574,22.564645528793335
405,-3257.702241617036,186.22552722426443,-6528.571442547873,3116.1482441248572,-31.504570418284487,23.133660554885864
406,-3238.423155938226,183.27204944526744,-6487.810087409744,3097.287770647531,-31.172888621281366,22.54612970352173
407,-3279.9750846549023,186.3750335210947,-6551.21140148536,3116.3685602087176,-31.507276899356025,22.396579265594482
408,-3234.23656111842,183.24349918713648,-6499.195837422994,3112.914360423702,-31.19858330626413,23.167552947998047
409,-3059.6859988364195,182.27750551964357,-6491.368310035224,3280.5083011006573,-31.103495421496643,22.36845350265503
410,-3219.9714054092656,185.58224045456726,-6501.503160474229,3127.378562606721,-31.429047996325128,21.69076132774353
411,-3258.647925579143,185.95922632522857,-6531.550234884152,3118.438637134937,-31.49555415515606,23.16263198852539
412,-3244.9260678814985,182.1535948291754,-6532.991236672914,3136.9903949471404,-31.078820984900428,23.40497660636902
413,-3247.544143325566,185.41071152979404,-6489.5883732123875,3088.0304961426323,-31.396977785603845,22.40050482749939
414,-3379.062976315837,186.06707771268077,-6544.738349144535,3011.078832289104,-31.470537173087745,25.026574850082397
415,-3300.518255134318,186.0280308744368,-6531.906006768237,3076.840164159135,-31.480443399653787,22.928828477859497
416,-3198.4373413887934,183.5468628807966,-6497.319173189417,3146.4961681900986,-31.161199270272213,21.831909894943237
417,-3216.1463390324693,188.5703197971911,-6583.319530346487,3210.273722351012,-31.670850834185945,22.64354634284973
418,-3226.5341446415873,185.2292134454242,-6484.096968229118,3103.7144611879485,-31.38085104584203,23.170724153518677
419,-3284.288652713319,184.3986477750293,-6524.298271219603,3086.9195350638906,-31.308564332637552,22.61997961997986
420,-3118.459708328588,185.69263727080923,-6527.1788231729415,3254.4498386338128,-31.42336106026842,21.65035390853882
421,-3221.058599194779,182.72046153093734,-6489.879988516329,3117.2523632496273,-31.1514354590157,23.218697547912598
422,-3164.3496430543214,185.1199402569985,-6526.175946177712,3208.0910785279016,-31.38471566150958,22.679661512374878
423,-3296.312535351974,188.48188677709516,-6545.721955023138,3092.6229894435855,-31.69545654951618,22.622353553771973
424,-3266.690665737888,185.23868990005946,-6528.343353117283,3107.8256578945425,-31.411660415206423,23.192970514297485
425,-3048.5710821013477,186.6654619604311,-6512.4284212507555,3308.68899741569,-31.497120226712862,22.45981788635254
426,-3295.2425402879044,186.3386311941616,-6495.18304066462,3045.0826075427462,-31.480738360190855,22.3384690284729
427,-3237.4769864060245,184.73014274485305,-6503.464304452047,3112.6021469228326,-31.344971621662545,22.455451726913452
428,-3326.301781090108,187.3111291418466,-6554.5899446915655,3072.592904507635,-31.615870048024192,23.17512035369873
429,-3187.3632265368383,182.3184945961786,-6523.693252914589,3185.108402933259,-31.09687115168759,22.384546279907227
430,-3354.972633158068,185.5272808978943,-6557.635020623341,3048.5651646220217,-31.430058054644448,23.301954746246338
431,-3336.4899990456856,183.28236071752775,-6523.548365376027,3034.986657742128,-31.210652129314507,23.31926155090332
432,-3313.2713765200388,185.59543985280345,-6544.04186297234,3076.5919786257073,-31.41693202621069,22.516431093215942
433,-3310.0880185851747,184.19547585138423,-6524.464076442642,3061.4758514966798,-31.295269490597356,22.467423915863037
434,-3242.256303780766,188.71250777269657,-6560.347467833283,3161.068849252099,-31.69019297227801,22.443556547164917
435,-3296.505680741967,186.04661679534456,-6553.99734187392,3102.9111073956824,-31.466063059073914,23.14356565475464
436,-3211.071258484347,186.30602407330468,-6540.084373021393,3174.219507179892,-31.512416716150415,22.6153621673584
437,-3295.9991574269125,184.42876925027528,-6528.837867624599,3079.696793259657,-31.286852312245585,22.47017478942871
438,-3144.551678479541,184.1970425283183,-6535.87831799144,3238.406188077879,-31.276591094298116,23.179869413375854
439,-3296.921956013934,186.04719195357777,-6548.139590767237,3096.603141126952,-31.432698327225836,22.384496927261353
440,-3201.7672707358297,184.40435176948512,-6500.91612222367,3146.030704169606,-31.28620445125114,22.42370295524597
441,-3310.7067826756092,182.4509368133104,-6496.126312469665,3034.0624903814487,-31.093897400701692,23.234561681747437
442,-3241.4586132466916,181.2242419543465,-6465.698609714339,3074.0222807311384,-31.006526217837813,22.109902381896973
443,-2891.1175274098982,183.52657702423136,-6519.28762004404,3475.841518006037,-31.198002396127247,22.341986179351807
444,-3202.6367174871957,180.9104113191826,-6470.028033901829,3117.3913283250686,-30.910423229617088,22.256205558776855
445,-3298.8268251381633,185.4616055031019,-6556.239002588799,3103.374147788473,-31.423575840939325,23.08148431777954
446,-3170.988157934756,185.2183119008386,-6501.7599565185865,3176.8617684607216,-31.30828177772885,22.194004774093628
447,-3325.066511525224,183.5344770826228,-6468.483520791892,2991.156088465288,-31.273556281242264,22.120458126068115
448,-3348.3688899171443,186.3808889153902,-6548.089010552409,3044.8789080346296,-31.539676314756132,22.231629371643066
449,-3153.3428714757833,184.30440102624112,-6463.755858435831,3157.409536751883,-31.300950818076245,22.861631393432617
450,-3300.774593179007,183.75628501506017,-6507.681687415947,3054.3956918960403,-31.24488267416003,22.210018396377563
451,-3151.509183686999,182.1975791907684,-6477.437889950858,3174.799604567438,-31.068477494347505,22.388508319854736
452,-3334.823689400145,187.53859945246032,-6570.499466148617,3079.766722337071,-31.62954504105973,23.083499908447266
453,-3304.426211399996,184.85033705063083,-6511.659395986955,3053.730042633604,-31.347195097277027,22.408570528030396
454,-3231.8840371769134,184.32367414028647,-6510.801243266946,3125.912780766992,-31.319248817245956,21.42452883720398
455,-3191.9696350962645,183.4751827162726,-6491.385892256473,3147.191439644797,-31.25036520086137,21.25916886329651
456,-3305.2322010613966,186.41501587048364,-6520.9051213896855,3060.713566138719,-31.455661680914133,22.797369241714478
457,-3411.9823937696574,186.32788037358918,-6525.9428085364625,2959.160931022883,-31.52839662966626,23.734774112701416
458,-3086.036463154612,186.80114498503542,-6523.897358055704,3282.625258358725,-31.565508442667923,22.084233045578003
459,-3261.236422322411,186.3443722797643,-6531.057995705734,3114.971502973543,-31.49430186998393,22.72566294670105
460,-3256.1794864414364,186.06355305072543,-6533.637203815778,3122.852183567558,-31.458019243941546,22.277583360671997
461,-3365.0548992239032,187.73488238995512,-6549.120092811253,3028.0056763519915,-31.675365154596665,22.19827437400818
462,-3311.3591324899608,183.28354362410022,-6490.226048037699,3026.746359099959,-31.16298717632162,22.123881816864014
463,-3194.9152699574656,182.7628326209525,-6500.321434093766,3153.806642787233,-31.163311271885075,23.050759315490723
464,-3135.3165889481793,181.91172530590939,-6499.5785755360685,3213.4382596377486,-31.087998355768338,24.087897539138794
465,-3234.7313048939054,187.06090821964827,-6547.001612111452,3156.7770058762394,-31.567606878340726,22.081823587417603
466,-3093.2049939777003,182.69110496670228,-6489.044123156222,3244.261346194574,-31.113321982754613,23.667526960372925
467,-3250.0782804363466,186.32838653300362,-6536.198303973576,3131.2411441544355,-31.44950715021022,22.292015314102173
468,-3253.4323429872866,183.00747859040683,-6527.468636599997,3122.138731895383,-31.109916873078152,22.137818098068237
469,-3180.176514125872,184.8566014072579,-6540.837171309309,3207.113435985455,-31.309380209276554,22.034250736236572
470,-3151.8152246839954,184.0157380886562,-6506.057179265222,3201.5029498085296,-31.276733315960136,22.831446647644043
471,-3266.280778061474,185.11509204509738,-6547.552083051799,3127.538827123059,-31.382614177831712,22.52032971382141
472,-3162.317809655945,184.42195644507763,-6525.370934894337,3209.928885325512,-31.297716532197416,22.213375568389893
473,-3183.3045322165617,184.9571352442737,-6508.666459198145,3171.7888504010116,-31.38405866370138,22.800899267196655
474,-3210.690665636736,186.2124366811028,-6535.821754345891,3170.44744990241,-31.528797874357547,22.69904589653015
475,-3215.949937433187,183.2207441243211,-6494.378483421471,3126.4111365663607,-31.203334702397367,22.859615087509155
476,-3243.305624732625,183.1595156121169,-6499.230468923255,3103.961624166961,-31.19629558844714,22.264169692993164
477,-3314.5627466755495,185.16510608820673,-6502.006985806201,3033.616969119634,-31.337836077188555,21.891129970550537
478,-3348.6604340091517,184.2219183511765,-6546.1804003825955,3044.5940696087137,-31.296021586446404,22.65540313720703
479,-3283.0396813592192,187.2106379823276,-6547.677949058645,3108.9802909892737,-31.552661272175836,21.81089949607849
480,-3224.108883305018,182.4809762926161,-6507.781121915592,3132.317819121953,-31.126556803995282,20.987218141555786
481,-3258.1050190922238,187.2836739283485,-6578.026311861841,3164.230766642684,-31.593147801415746,22.826202630996704
482,-3300.9167831780937,184.54350067384203,-6497.048464841423,3042.9056127573576,-31.31743176787075,21.93258500099182
483,-3319.899158610748,182.01971641445724,-6480.760596734481,3009.927859081975,-31.08613737269902,21.746667861938477
484,-3295.989166452703,185.72298100862116,-6553.468542493711,3103.158833987971,-31.402438955584078,21.80936551094055
485,-3156.40362816934,185.4943055068181,-6499.198909293164,3188.7057196952087,-31.404744078201762,23.47104787826538
486,-3257.3283642285155,180.38071750285238,-6475.422694887644,3068.530356503283,-30.81674334700645,21.835772275924683
487,-3327.9086882271176,184.30038096960766,-6505.801349370692,3024.8712935223984,-31.27901334843227,21.749825954437256
488,-3300.8066879408607,182.70304870075722,-6504.540220617224,3052.0819786181505,-31.051494642545418,21.79684805870056
489,-3231.0176488276,183.88069766779284,-6504.270431179068,3120.6317311256353,-31.25964644196138,21.679713010787964
490,-3131.6337623906948,185.17638778813216,-6535.458641636429,3249.992539111636,-31.344047654033037,21.949687719345093
491,-3179.839901005198,185.9301162563598,-6536.72859428692,3202.402761354646,-31.444184329283527,21.752819538116455
492,-3202.249943064699,180.25874924038416,-6437.903754181248,3086.281853404997,-30.88679152883341,22.604411363601685
493,-3304.1639560384315,188.02135618235016,-6557.2147487352295,3096.646382542705,-31.616946028256766,21.773033142089844
494,-3280.060654422804,183.25943375853322,-6511.124754637637,3078.980312318366,-31.17564586206515,21.818124055862427
495,-3262.812040424607,188.46007457708643,-6561.48794034537,3141.8989938718173,-31.683168528140836,21.856189966201782
496,-3242.3310342040027,181.70820185218156,-6499.595390683482,3106.5330075112515,-30.97685288395426,22.65446662902832
497,-3293.143039923872,186.81804045442766,-6524.762899315237,3076.4106913725745,-31.60887243563654,20.985368967056274
498,-3202.522608057448,185.22680781478712,-6515.820298754558,3159.3623709050344,-31.291488022711196,21.777769088745117
499,-3166.040721574841,184.37232953115873,-6499.934354778896,3180.780153846038,-31.25885017314255,21.76612615585327
500,-3149.6695752837654,189.7213099559686,-6586.35382877241,3278.8811456240574,-31.918202091380078,22.51676034927368
501,-3263.471804532624,186.43278080532886,-6538.87929692486,3120.5249290550632,-31.55021746815605,21.86936664581299
502,-3286.336275456893,186.48140162561467,-6554.357453337816,3113.068821177481,-31.52904492217245,21.895365238189697
503,-3239.2514340592634,184.52943238071214,-6513.625118732812,3121.167915512887,-31.32366322005079,21.645185708999634
504,-3181.2885758616044,186.81919851825614,-6551.405085558448,3214.8998408675902,-31.602529689002143,22.45285964012146
505,-3296.534657534889,185.57659863513376,-6495.324794200001,3044.6511804593265,-31.43764242934815,22.564607858657837
506,-3316.4449535475037,185.26675737035688,-6530.572243279443,3060.2920132210143,-31.431480859433176,21.745786666870117
507,-3273.278718067859,181.35534597067792,-6488.7606322969705,3065.0858584838743,-30.95929022544087,21.795414924621582
508,-3272.0016696503144,182.17604355064756,-6501.13597900581,3078.1078407707373,-31.149574965888853,22.516547441482544
509,-3339.134530265724,186.00104300507246,-6557.876942939973,3064.2519539385194,-31.510584269344342,21.60657548904419
510,-3066.495886768122,186.28419886110095,-6501.888768664662,3280.7264892305957,-31.61780619515577,21.605334043502808
511,-3233.7760798728964,183.23350904597308,-6496.338323691854,3110.530033078357,-31.201298305373356,21.765387296676636
512,-3198.093208608809,181.7275552138848,-6502.099481515515,3153.2899531544745,-31.011235461651523,22.483566284179688
513,-3148.840652612868,184.14411807373833,-6500.887734311679,3199.10450776048,-31.201544135405886,21.658187866210938
514,-3285.5363730799086,184.2021159588666,-6503.592500822427,3065.118642071587,-31.26463028793575,21.840418338775635
515,-3282.504100634081,181.65696279545764,-6541.488540594193,3108.396590433885,-31.06911326923088,23.425384044647217
