epoch,E,T,V,H,XC,t
63,-3283.6416902217416,185.79193699553315,-6514.845950480944,3076.8095683175084,-31.39724505383784,21.85739016532898
64,-3251.80778916784,185.31082542303855,-6508.596943922097,3102.857370455911,-31.379041124693234,21.638450384140015
65,-3288.7659863824892,185.69244296949725,-6535.584006856358,3092.530325067823,-31.404747563450673,20.96186590194702
66,-3218.48394373359,183.51342327281878,-6540.046955298186,3169.2914765861183,-31.241888294341553,21.93527626991272
67,-3341.224938151566,186.18633256507957,-6538.394141582789,3042.3781390214026,-31.395268155259394,21.838767051696777
68,-3083.293074191848,182.13165611553174,-6523.90530266963,3289.549205812529,-31.068633450278394,21.828619718551636
69,-3222.880356339455,186.15548878722407,-6539.035456704715,3161.4970982805717,-31.497486702535717,21.912643432617188
70,-3182.68668155186,185.0620869395638,-6531.5835681295075,3195.211616567229,-31.3768169291448,21.568583250045776
71,-3261.264026614057,185.46343004804652,-6530.270854751585,3114.9556239099797,-31.412225820498854,22.727065801620483
72,-3330.533170283177,186.46624035824038,-6521.40429005895,3035.841642311428,-31.436762893894556,22.681815147399902
73,-3283.927395253993,186.6261800844065,-6555.21916603561,3116.0821299420913,-31.41653924488024,22.773194789886475
74,-3365.192678771805,185.17184385224536,-6530.841934454173,3011.8928586218217,-31.415446791699758,20.823435306549072
75,-3186.8699491772177,184.20674027011836,-6536.348574902836,3196.5872255864883,-31.315340130988474,21.938029050827026
76,-3206.413614581747,182.7342525452,-6489.799744170898,3131.7893061236605,-31.137429079711037,21.972627639770508
77,-3276.4874839428317,187.0289894900886,-6510.4675819292215,3078.535369645723,-31.584261149421472,20.984447240829468
78,-3159.177588093316,185.18045633189817,-6515.71799070873,3202.759710188223,-31.39976390470672,21.851263761520386
79,-3378.890030505651,183.1231351418827,-6526.175242138181,2995.2695287561564,-31.107452265508787,21.71151089668274
80,-3315.709493018511,187.28608709660156,-6545.148252301542,3073.6710857016114,-31.51841351518037,21.882966995239258
81,-3276.10962039957,185.24375904174062,-6525.994813159732,3096.045933659786,-31.40449994136388,21.948516845703125
82,-3291.6322072610137,183.10251886204944,-6519.399721149186,3075.678653127315,-31.013658101193286,22.921438932418823
83,-3339.832720514662,187.23735720489222,-6553.452975482745,3057.9037168659024,-31.52081910271177,22.554344177246094
84,-3280.1053279623197,186.24223750043114,-6545.1156116283055,3110.2022586158087,-31.43421245025423,22.049735069274902
85,-3326.5719487151123,185.43493744384574,-6542.5186533850165,3061.932620750245,-31.42085352418707,21.92727494239807
86,-3245.637889428939,185.03496267316794,-6564.93274695974,3165.622436837611,-31.362541979977593,22.062080144882202
87,-3305.1180837268294,185.5133426793247,-6527.34483213439,3068.105355174948,-31.391949446712044,21.83505606651306
88,-3169.163375332883,185.5673218547142,-6505.575447886652,3182.2689987807685,-31.424248081712392,21.907623767852783
89,-3200.614386503755,185.15779345600808,-6523.292675524376,3168.859483876814,-31.338988312200776,22.007047653198242
90,-3317.992028396722,187.72839709979087,-6559.02953781564,3084.882307162992,-31.573194843864098,21.919091939926147
91,-3302.193559664783,183.352949731879,-6537.878968883855,3083.539539170766,-31.20707968357351,22.61400818824768
92,-3311.763602837362,183.2822084477114,-6507.403422370747,3043.5456044879247,-31.187993402250985,22.06537127494812
93,-3234.390354276388,186.01836926434103,-6530.813288698225,3141.884628661964,-31.480063504468628,22.78226399421692
94,-3290.70954360848,185.0984810796099,-6513.395960764618,3069.04351957868,-31.455583502151203,21.805607080459595
95,-3292.443954901204,184.2810991710676,-6542.00122130603,3096.566124669625,-31.289957435867404,21.964820623397827
96,-3310.82812348061,186.16578555399383,-6519.447595293293,3053.9761760411225,-31.522489782433688,22.82381796836853
97,-3181.225584750278,183.6636525737056,-6523.763932530996,3190.1357007322963,-31.261005525284048,22.018349647521973
98,-3319.2997971509462,184.44482512478757,-6531.9479320017945,3059.5100471173887,-31.306737391327307,21.74670124053955
99,-3390.1615359047364,183.14393199742213,-6536.025845387922,2993.9455631131177,-31.22518562735368,21.960638284683228
100,-3285.562385925254,180.7567980224182,-6453.991952761925,3018.530912564567,-30.85814375031468,21.950005531311035
101,-3417.7911049439763,187.50576920580147,-6549.908736471934,2976.2218812500173,-31.610018927860956,21.753681898117065
102,-3290.129114791727,186.37245905266306,-6523.142166990993,3078.107883218134,-31.467290071529693,22.0170476436615
103,-3339.9851131207906,184.4736867987019,-6562.033772745124,3068.891679436048,-31.316706610416755,22.003900051116943
104,-3232.6128686771394,184.23195347740696,-6501.5077367737185,3116.0244463598756,-31.361531740705203,21.679661750793457
105,-3189.7229150284816,183.31376925083478,-6496.285687601096,3154.4684092183234,-31.21940589654485,22.266026258468628
106,-3411.0282227629855,184.6231002653523,-6515.925225686651,2951.5783987107066,-31.304496052392526,22.035460472106934
107,-3244.69126539145,184.53053137038822,-6497.786127696172,3099.9061481063027,-31.341817171968586,21.966758012771606
108,-3316.63429393529,183.82704548022227,-6538.746964202856,3069.570181216187,-31.284556428841274,22.092798948287964
109,-3199.417371452366,184.2749403115385,-6503.747496211647,3151.3390937701965,-31.283909322455052,22.061232328414917
110,-3313.0460363681486,183.77710679059285,-6513.774579882252,3048.1982183390187,-31.24678161550776,22.387805700302124
111,-3216.7114798421135,182.61679102013306,-6516.234948662231,3147.996145616161,-31.08946781617627,21.77714467048645
112,-3250.607366351971,186.25598702036316,-6538.793036770623,3133.4406071293774,-31.510923731088283,22.060341835021973
113,-3254.316338753715,186.31611559109834,-6556.714178720505,3147.4986947560774,-31.416970380385823,22.06183123588562
114,-3453.7009101819212,184.92023264324766,-6514.212649020711,2906.9415760810043,-31.350069885461664,21.76351284980774
115,-3274.3986797367643,182.54268753820904,-6499.2116069724725,3073.354575609796,-31.08433591229591,21.949392080307007
116,-3072.018141041398,182.10769222840344,-6488.887673421983,3265.83853719823,-31.07669704604813,21.767635107040405
117,-3129.4001693305736,181.76583677474719,-6512.024595162492,3231.92727018254,-31.068681125369128,21.98247265815735
118,-3156.179038734682,183.20401465356312,-6449.498177894603,3141.280876824519,-31.16575231816199,21.957561254501343
119,-3274.530929870145,183.4387979430966,-6497.709570265768,3070.9053566579278,-31.1655142054005,21.800018072128296
120,-3348.2793271719383,187.4050763928889,-6506.807395678275,3002.6917913763664,-31.568799262919445,22.078223705291748
121,-3339.2986791059784,184.85910085035914,-6520.695761042479,3027.882635820224,-31.34465473408221,21.989293575286865
122,-3227.10878748018,183.02010911951652,-6497.222242454151,3118.2174995235105,-31.124153669056142,21.78721833229065
123,-3329.9182612829563,185.32166308266014,-6544.612289723814,3060.76845417868,-31.396088820483122,22.079757690429688
124,-3289.07448667989,182.01893475769816,-6481.698298061159,3041.60075522158,-30.995878598008613,22.151854753494263
125,-3155.6342032831776,182.4774747210027,-6512.960187231418,3205.897685023771,-31.049175796532875,21.74841046333313
126,-3343.29741603089,185.06353270160477,-6538.975633906043,3042.0239617882276,-31.40927661467864,22.14600920677185
127,-3370.236118754669,186.4568032718446,-6558.246834081946,3033.0725899409663,-31.5186778855335,22.06966996192932
128,-3266.25706737898,183.62507298045725,-6505.722529578461,3087.0775233413847,-31.23713412236111,21.72663640975952
129,-3293.708128818063,184.06416959679615,-6499.226965087073,3052.6215776567983,-31.166910984584163,22.12188982963562
130,-3271.4109446279786,186.50807171599212,-6528.387815820197,3101.9898714701403,-31.521071993914187,21.80284285545349
131,-3284.3860666662745,184.50164254357497,-6536.516519158697,3098.977654655763,-31.348844706915287,22.041534900665283
132,-3358.083261364626,184.46838614038091,-6528.084401366623,3016.8038910414557,-31.27113717983926,21.97270631790161
133,-3306.0346888991317,182.42361830396385,-6514.3324579088685,3057.0837311158616,-31.209580410088712,22.77779722213745
134,-3401.4611196653645,187.2095248685414,-6559.42168559771,3002.3241119036657,-31.573070839860755,22.970160484313965
135,-3306.357308783567,187.49171558950735,-6538.259207960186,3076.0525752821436,-31.64239169503248,21.8156259059906
136,-3254.9812223813183,184.60602391711024,-6521.426429671913,3113.158376424114,-31.319193050630464,22.07455062866211
137,-3336.673078705374,185.26542948766416,-6547.281891824947,3056.7244905504735,-31.381106918564488,22.098875999450684
138,-3204.6816349645487,185.20018031904766,-6506.776307215774,3148.2755655814435,-31.381073649265822,21.750386953353882
139,-3375.772804177905,185.2637774018401,-6564.797947644115,3035.1033234721035,-31.34195740773446,23.037137269973755
140,-3349.5694502895503,183.21080553442258,-6504.53989265606,3002.907396782016,-31.147759949928627,21.747655153274536
141,-3253.2552445232504,183.59345118079642,-6509.947822380023,3104.2732474341524,-31.174120758176883,22.094332695007324
142,-3274.9074018738766,181.87199989651174,-6485.047366427917,3059.250952667845,-30.982988010315697,22.01538395881653
143,-3323.9525587894345,184.10196451648912,-6559.191123699466,3082.363779690997,-31.227179297454732,21.728286504745483
144,-3273.3661075343252,187.10665793314024,-6580.157687235528,3151.228168973508,-31.543247205444995,22.023288011550903
145,-3131.6269805932134,187.21799144844704,-6555.632587909745,3268.35463518953,-31.56701932144606,21.825135707855225
146,-3259.2801373163657,186.82845857768348,-6505.87659269901,3091.3516351015433,-31.583638296584258,21.96765398979187
147,-3291.6655579736434,186.9476853172973,-6554.37652499561,3107.323977800232,-31.56069609556177,22.090288162231445
148,-3198.03550576901,183.1121940184482,-6522.305170109719,3172.2852808810694,-31.12781055880841,20.81693696975708
149,-3396.5161169708435,183.02291054283307,-6475.977824724978,2927.6353496875886,-31.196552476287405,22.173921823501587
150,-3213.4045093465747,184.14187519749586,-6507.3990597865495,3141.087347013695,-31.23467177121541,21.780031442642212
151,-3285.4083913711315,184.48602317995196,-6547.8077408107565,3109.2522768160525,-31.338950556378748,21.278260707855225
152,-3210.848389506613,183.02482881109037,-6492.901942632733,3130.155942071233,-31.127217756203535,22.12821912765503
153,-3258.9951577217867,186.82986755769755,-6577.877049929086,3163.5786266359523,-31.526601986350116,22.722902059555054
154,-3325.014196283784,185.04184467028742,-6585.199260270461,3106.5471477798997,-31.403928463508922,23.040914297103882
155,-3137.6871147987895,186.30153535967483,-6515.2977612871955,3222.809415317918,-31.500304189186725,21.64263916015625
156,-3278.6055985319435,181.61343933158625,-6495.657161156659,3066.394292969166,-30.956169676036684,22.19501566886902
157,-3277.984549847379,182.16807820903645,-6519.977135099253,3090.902216958287,-31.07770991544989,22.131198167800903
158,-3310.152058444578,184.13973986449324,-6518.447964794127,3055.453260154904,-31.2970936698474,21.75673747062683
159,-3292.6925029644462,184.28787964970323,-6537.406199964498,3091.700851358885,-31.27503400853602,22.138088941574097
160,-3213.1886377100805,184.956185774147,-6552.7577660261995,3185.957977139405,-31.345034597432328,21.73684310913086
161,-3264.073115480305,184.4421643061474,-6487.583444642886,3070.30247919955,-31.234314343115862,22.380744218826294
162,-3377.3799135053673,184.50243699829045,-6513.836662823345,2983.2057714954913,-31.251459175804285,22.861701250076294
163,-3172.1382895745946,185.6951535067832,-6509.043993715147,3182.725362631701,-31.51481199793225,22.235798597335815
164,-3241.6362673000267,182.74788965413177,-6483.496455298448,3090.1882754630183,-31.075977118728947,21.76118516921997
165,-3372.4623566422124,185.4867611066978,-6520.4243518176345,2993.844818315361,-31.36958424663607,22.174851179122925
166,-3256.6324668349353,183.71960487830853,-6501.112598439466,3091.968547729889,-31.20802100366762,22.172889471054077
167,-3174.1177303058216,186.37923225931752,-6555.9761956494785,3226.9767385486857,-31.497505464346006,21.950389623641968
168,-3313.9668630452275,185.2278383686843,-6503.619823624255,3035.771979696775,-31.346857486431276,23.115620374679565
169,-3274.009758430763,184.60198289324768,-6546.739554033697,3119.480968799633,-31.353156089947014,21.90402364730835
170,-3313.223488347174,186.1922686016723,-6562.097414781708,3094.163618863627,-31.4819610307656,22.17532992362976
171,-3298.7508595485306,185.4795484317788,-6556.106413876878,3103.293387475692,-31.41738157912247,21.766549825668335
172,-3171.044054638223,187.0734547983983,-6525.304406357344,3198.685883142644,-31.498986221919115,22.261516332626343
173,-3233.824200374524,182.9766189766911,-6513.88418083293,3128.270787985877,-31.187426504162833,21.748597621917725
174,-3419.397828327873,182.33327946408582,-6515.760561743191,2945.1257030989586,-31.096249147725874,22.29279398918152
175,-3307.862115185663,185.4197424555966,-6586.434844086731,3124.603188187122,-31.450201741651277,21.88368844985962
176,-3143.073680917533,184.7428597603888,-6513.736629026431,3217.263705555195,-31.343617206685675,22.302303075790405
177,-3248.248882693791,183.89853926615055,-6510.394300557245,3109.516191848956,-31.2693132516526,21.814603805541992
178,-3309.2089457835746,184.68559994894017,-6489.150994418746,3026.570748872637,-31.31430018640509,23.075623989105225
179,-3240.6068636213313,186.03038733151405,-6536.299223511915,3141.147647050674,-31.485674491604332,21.7454514503479
180,-3281.0449979188124,187.74010249556275,-6545.327093180337,3108.158647750004,-31.616654984043222,22.328970432281494
181,-3128.652846756563,186.45044744484605,-6487.610249050186,3204.0187675925813,-31.511812743804583,20.847368717193604
182,-3251.58374548342,185.6724035606155,-6513.815514134336,3107.96923394569,-31.40986885538989,22.28305721282959
183,-3181.4179034858053,184.01491756203228,-6526.105619140171,3191.9090030843627,-31.2362049920285,23.154328107833862
184,-3206.3136894594436,184.43705497923804,-6524.931019628895,3165.493331394572,-31.313056204359373,22.72674798965454
185,-3266.3187997434875,186.23111720458652,-6533.817999920621,3112.8091838069536,-31.54110083440685,22.175864219665527
186,-3317.7549543203786,179.9652562305294,-6467.67256544823,3000.8418879762385,-30.88953307891822,21.889837980270386
187,-3261.1237776409703,184.5958914825771,-6479.088382184105,3064.695030680711,-31.326317620152434,23.248382329940796
188,-3150.803572045478,184.38232617900766,-6514.283604691552,3210.451645471504,-31.35393900443837,22.042335271835327
189,-3276.1077876402837,182.34448110923753,-6470.444603475268,3043.079384978337,-31.087050252590625,22.22846746444702
190,-3231.3060677002586,183.72519982632483,-6517.274002611941,3133.490325670199,-31.247590584842364,21.978528022766113
191,-3153.0045055259766,185.33176264834992,-6560.331131197512,3253.385291008763,-31.390427985575858,21.889657020568848
192,-3295.713426224078,181.76732436228724,-6513.702497074079,3067.2930072254476,-31.071260737734914,22.222129106521606
193,-3252.2516765886576,183.84996488517564,-6509.447490943807,3104.580930221305,-31.23508075133192,22.281771659851074
194,-3294.9247329438804,184.75281333649397,-6510.289661102692,3061.9755089967744,-31.363394174456285,21.819570541381836
195,-3408.4865212225795,185.29816252436888,-6544.57572000074,2982.1711796321893,-31.380143378397023,22.229156970977783
196,-3195.451430495656,186.37901744588575,-6523.791562073132,3173.524737630719,-31.563623499127857,21.822388648986816
197,-3199.444828803504,184.14488177854753,-6509.463818515949,3157.15444478081,-31.280336846912622,21.031838417053223
198,-3307.943300564257,179.01511679660325,-6470.085805408789,3013.834138670437,-30.70675062250787,22.182067155838013
199,-3285.6548117517705,181.62828998295527,-6513.941452494668,3077.671036991949,-31.01268623200591,22.19739603996277
200,-3300.048855093468,182.76425821287415,-6486.4813320422245,3034.786371933446,-31.118153197563103,21.03822612762451
201,-3334.24210338745,187.2193638515311,-6526.9770891530125,3037.0889002631793,-31.57327834914753,22.243022441864014
202,-3352.0913494306487,186.72234540791595,-6556.046628382659,3048.7975938959335,-31.564660351839073,21.794737577438354
203,-3379.707853914512,183.85298069893216,-6489.165097751259,2956.93927215647,-31.335009018655125,21.88224482536316
204,-3211.9424107662203,185.02571959163342,-6528.561003488719,3162.9773415159534,-31.384468385088425,22.22534441947937
205,-3249.660231129403,184.382768537474,-6547.812729832529,3145.01076139812,-31.241031232468423,21.916232347488403
206,-3138.323573858722,185.07044340776082,-6511.831463060073,3219.7993967732614,-31.361950979671253,23.887181282043457
207,-3347.1796918069153,182.65741149105185,-6520.06582750603,3021.3245834529794,-31.09585924491621,22.730730295181274
208,-3282.7383525473856,184.02278597381647,-6504.948794614349,3069.4920888504203,-31.304432757274785,22.171388864517212
209,-3220.5012655019395,182.36130002506485,-6475.667025672164,3103.8349469557274,-31.030486810568256,20.9916090965271
210,-3321.117014384749,184.26283220130105,-6524.737331348661,3050.6232294432884,-31.265744680676633,22.375479698181152
211,-3231.7864148806907,182.54473509182756,-6523.156337193745,3139.971120287126,-31.145933065899538,22.003283977508545
212,-3256.139423156618,183.31209665624058,-6478.553641524819,3070.293686976056,-31.191565264095914,22.59214949607849
213,-3148.3568478539555,185.33247886956215,-6523.289154722629,3220.974034052746,-31.374206053634897,21.845632076263428
214,-3316.34264536471,186.36867713844455,-6514.820966932337,3043.6433753379397,-31.533730908757473,22.20325207710266
215,-3296.4577978519,185.47000234058285,-6501.203868372606,3050.728432383828,-31.45236420370473,21.976277112960815
216,-3198.8449248760526,186.66494454464592,-6516.720999975169,3162.6929967217684,-31.481866167298143,21.40146017074585
217,-3346.3696385165817,183.82642290706397,-6521.7447347301695,3022.722746407538,-31.174073101013533,22.19368314743042
218,-3251.0637291232765,183.98545002802956,-6501.827540808096,3097.9722409686087,-31.193879311819025,22.252126216888428
219,-3240.635888147611,185.34735648875508,-6467.175373491599,3072.617590546372,-31.425461691138306,21.79349374771118
220,-3352.1193013374955,187.36834411491046,-6570.225778032258,3062.3004864830905,-31.56235390323923,22.250762462615967
221,-3174.3842984642138,184.89458032051417,-6524.178895010643,3196.208575286962,-31.308559061047497,22.7476065158844
222,-3208.131477610182,188.2993741046553,-6559.845883981013,3195.134880249326,-31.719847983150952,22.377373695373535
223,-3323.2891230305463,184.22152957504989,-6536.69510438343,3060.4724100174844,-31.2879582396513,21.91786551475525
224,-3218.2737167835544,186.7382586166488,-6496.603251768896,3123.10383190142,-31.512555532727223,21.79343056678772
225,-3148.4535652911068,182.2597281681624,-6455.556551687165,3155.911137612327,-31.067879384431087,22.200588703155518
226,-3300.5424411579147,186.0002040826614,-6506.864704988411,3051.7401960211805,-31.418136273346065,21.833420991897583
227,-3311.3537343401063,180.85052296621834,-6493.435578325788,3032.231260517409,-30.999939497945313,22.252493381500244
228,-3368.3853279607156,188.01526464562772,-6529.066945833991,3004.326599548634,-31.660246320987802,21.780877113342285
229,-3266.4368889179395,182.91130086057484,-6469.754240536899,3051.440611662177,-31.034560903792226,23.148719310760498
230,-3179.6082510533024,187.48337818607695,-6535.484219973326,3200.0708110483815,-31.67822031443525,22.704705238342285
231,-3241.828814847665,183.7290531917643,-6498.832906736837,3104.4837170650217,-31.208678367614716,22.315759420394897
232,-3153.8066025897115,184.27056038343267,-6488.3009179084265,3181.6005953434696,-31.376840408188087,21.791009664535522
233,-3291.575660533442,186.51897141203622,-6510.051301714943,3063.485505344603,-31.528835575138103,21.917953729629517
234,-3233.2855298438867,185.831222448279,-6512.6775391123565,3124.922202642901,-31.36141582271082,23.230257987976074
235,-3360.482817577733,182.91356570752902,-6500.677564907471,2988.4733782008607,-31.192196578652087,21.86098074913025
236,-3325.999924183801,183.36282574025344,-6507.304615208098,3029.1556889904778,-31.213823706434187,22.290939331054688
237,-3251.3238588856975,184.37960744697975,-6555.877831762807,3151.5401269921335,-31.365761562004526,22.991920709609985
238,-3324.3979749332398,182.29796940416506,-6552.9309990862375,3077.3788179280295,-31.143763179196547,22.269664525985718
239,-3267.986251434587,184.61280035111028,-6489.118375323394,3067.855500866315,-31.336177328619176,21.916112661361694
240,-3273.326141110355,184.6145235456607,-6523.314543003452,3096.7319991535956,-31.35812080615871,22.21678352355957
241,-3240.4752701578996,184.73911454644542,-6499.4326603285035,3105.500599810281,-31.282324186122818,21.93002200126648
242,-3363.20838450456,185.30902715015554,-6534.558387318794,3017.526647921119,-31.485672257040083,22.110612869262695
243,-3210.031596596784,184.5379579411944,-6549.119764808313,3185.838296733443,-31.288086463107923,22.823181629180908
244,-3360.5233688037392,184.7033027201969,-6543.698548004104,3029.759551166943,-31.287674686774963,21.848564386367798
245,-3351.912697188168,183.12140504403524,-6491.247092356319,2987.4227095898063,-31.209719465690934,22.237534761428833
246,-3273.3258028421283,185.05595833358436,-6526.276865329819,3099.270968750377,-31.375864596270148,22.647872924804688
247,-3307.2617780263304,187.0918251000034,-6534.306702595774,3071.4671201429887,-31.514020673548448,22.493823289871216
248,-3341.6771882907337,187.22935275419772,-6569.389699090159,3072.0576627496976,-31.574504704469298,21.878089904785156
249,-3278.0570808540415,185.65420532539565,-6571.928078986256,3139.6360089582854,-31.419216151466724,21.947060108184814
250,-3262.096349603629,186.0710493490934,-6532.415146896596,3115.7747587637314,-31.52701081985779,22.82116985321045
251,-3241.1895308106764,183.31990508069964,-6517.243410533539,3123.9118045719374,-31.177829929774642,22.096500873565674
252,-3196.2500519293612,186.71484241182924,-6530.46273408231,3179.0349857711594,-31.537146030040144,22.64242386817932
253,-3207.0963470386055,185.41901433303147,-6525.22627949966,3164.0421791128515,-31.331260984828038,22.304819583892822
254,-3206.5699676603303,186.35921907925785,-6519.365182504099,3157.9049331897536,-31.468937425242576,21.729345560073853
255,-3288.4844338246594,186.55413499817917,-6528.611628459779,3085.0879378988625,-31.514878261921584,22.31249976158142
256,-3189.7682129570285,183.05499757415748,-6524.950941094004,3183.308576517714,-31.180845954895638,23.091700792312622
257,-3188.954743484067,184.79557402323792,-6549.181728140069,3206.8171395621057,-31.385728929341635,22.72545075416565
