epoch,E,T,V,H,XC,t
107,-3277.3062883283174,184.91494364370087,-6524.87877811473,3094.005673063064,-31.3481269203491,21.966758012771606
108,-3277.8971332533183,184.89859958813824,-6525.087127031557,3093.63856605815,-31.34717186804712,22.092798948287964
109,-3276.723984620242,184.88927686580755,-6524.768133215162,3094.5010979219037,-31.346226192790425,22.061232328414917
110,-3277.2642684413845,184.872733541048,-6524.604606136795,3093.8123511274057,-31.344746973043172,22.387805700302124
111,-3276.367926380514,184.83933960139342,-6524.480712981698,3094.614415163453,-31.34096816366285,21.77714467048645
112,-3275.98842430614,184.86020951390927,-6524.69156074902,3095.1863988615864,-31.343471932614996,22.060341835021973
113,-3275.670656886254,184.88155676803606,-6525.161093072809,3095.9534290237043,-31.344549605184035,22.06183123588562
114,-3278.2689148653076,184.8821212221078,-6525.00130628607,3093.1949003694285,-31.344630170773378,21.76351284980774
115,-3278.212689145328,184.84813456784707,-6524.626640570991,3092.906665544622,-31.340848686805778,21.949392080307007
116,-3275.230652855978,184.8085016164415,-6524.109774834422,3095.4076488227843,-31.337028460781987,21.767635107040405
117,-3273.130985752531,184.7646933321893,-6523.935772433943,3097.3732581454337,-31.333164796211705,21.98247265815735
118,-3271.454485026355,184.74232107585019,-6522.8687129750615,3098.002671818975,-31.330764946117906,21.957561254501343
119,-3271.498395370936,184.7237157853817,-6522.509614508542,3097.615909661235,-31.32840630901057,21.800018072128296
120,-3272.5896328377885,184.7618242204895,-6522.286449080636,3096.2668148801395,-31.331822857780157,22.078223705291748
121,-3273.5337481992697,184.76320095071893,-6522.263936496569,3095.298991810488,-31.33200446390723,21.989293575286865
122,-3272.87942532576,184.73863345861733,-6521.910993748755,3095.6220099367515,-31.32907497237419,21.78721833229065
123,-3273.6800643439965,184.74681729087766,-6522.229645821806,3095.132779814925,-31.330015627993436,22.079757690429688
124,-3273.8952829883583,184.7086806743837,-6521.663005416023,3094.3843860453144,-31.325344292034515,22.151854753494263
125,-3272.248512243869,184.67761141053018,-6521.541819761226,3095.9371947870995,-31.321498680273855,21.74841046333313
126,-3273.233991460645,184.68296430679453,-6521.783634350799,3095.1893947817834,-31.322716198425955,22.14600920677185
127,-3274.5742657378323,184.7074733645137,-6522.287444834414,3094.3311295248072,-31.325423792742402,22.06966996192932
128,-3274.4597843316624,184.69257475170454,-6522.059438394051,3094.2312878473754,-31.324208536693497,21.72663640975952
129,-3274.723733003801,184.6839575583496,-6521.74634128509,3093.6607022699714,-31.322051547034512,22.12188982963562
130,-3274.678473443493,184.70887874116005,-6521.837077602401,3093.774495996875,-31.32477057912958,21.80284285545349
131,-3274.8106153879585,184.70605779538246,-6522.036897465718,3093.8453225639514,-31.325098281576928,22.041534900665283
132,-3275.940061578638,184.70283419965992,-6522.11892116226,3092.8003917786127,-31.324366394651904,21.97270631790161
133,-3276.3467927043234,184.67203042737643,-6522.0136865324885,3092.317678454324,-31.32281505353652,22.77779722213745
134,-3278.0317992119426,184.70620472819604,-6522.517487523094,3091.105669014918,-31.326185431963744,22.970160484313965
135,-3278.4119613463727,184.7435896074278,-6522.7287601932585,3090.9036385367467,-31.330429297288894,21.8156259059906
136,-3278.0985650627863,184.7417496067279,-6522.711340958381,3091.2013052964885,-31.330279007622426,22.07455062866211
137,-3278.879388937744,184.74873048848752,-6523.038877143393,3090.7417142830573,-31.33095656589666,22.098875999450684
138,-3277.8935836016312,184.75472853597716,-6522.822809575911,3091.5061198692097,-31.331622430906993,21.750386953353882
139,-3279.189765864891,184.76146970235732,-6523.378672496984,3090.759196223335,-31.331759293599355,23.037137269973755
140,-3280.118768383983,184.7410011405834,-6523.130003096547,3089.599564098598,-31.32933052661669,21.747655153274536
141,-3279.7653044623885,184.72590194841806,-6522.956555066594,3089.7926369688175,-31.327288313029708,22.094332695007324
142,-3279.7015865302114,184.68846918107258,-6522.4593250240905,3089.3920416638684,-31.32277235106113,22.01538395881653
143,-3280.2801944596076,184.68080028178676,-6522.93961526156,3089.3001429348747,-31.321522414709726,21.728286504745483
144,-3280.1900658370714,184.71242256408482,-6523.6854817898375,3090.1074060982605,-31.324412709579743,22.023288011550903
145,-3278.2593315835397,184.74498507893622,-6524.100668186819,3092.4239171631657,-31.327565638821184,21.825135707855225
146,-3278.0134136859438,184.77198113658204,-6523.864534541392,3092.410023351526,-31.330883632659184,21.96765398979187
147,-3278.1897861651946,184.80008912697406,-6524.2587199008385,3092.6026971957313,-31.33385258705863,22.090288162231445
148,-3277.1572844135203,184.77834662429572,-6524.233555385965,3093.6291228192467,-31.33119847109582,20.81693696975708
149,-3278.6903793535757,184.75579906651203,-6523.61373852851,3091.4970291298528,-31.32946902142782,22.173921823501587
150,-3277.8541986876007,184.74793593671694,-6523.406061111213,3092.1321813462455,-31.328254859346394,21.780031442642212
151,-3277.9506817764955,184.74459075439864,-6523.717722400549,3092.350841335778,-31.328391466119715,21.278260707855225
152,-3277.0960122007336,184.72268646229804,-6523.325227471837,3092.8323579623225,-31.3258291535147,22.12821912765503
153,-3276.86609418419,184.7494519886723,-6524.018147622805,3093.7309808306645,-31.328379380718342,22.722902059555054
154,-3277.4760258706383,184.7531559677208,-6524.79317919391,3093.893333778761,-31.329336423207383,23.040914297103882
155,-3275.709916208837,184.77271837637892,-6524.673212959254,3095.5220748242564,-31.331496450215518,21.64263916015625
156,-3275.7464044878784,184.73290853451985,-6524.307583833982,3095.155037796847,-31.326766985260473,22.19501566886902
157,-3275.774534029356,184.70067313894182,-6524.253157727659,3095.1015873363262,-31.323636776962843,22.131198167800903
158,-3276.2054921036247,184.69364125610966,-6524.180383587871,3094.6045542596084,-31.323304031469323,21.75673747062683
159,-3276.4116511288685,184.68856747906398,-6524.345763560947,3094.5682454001876,-31.322700447171332,22.138088941574097
160,-3275.6230645836763,184.69190550702777,-6524.700149118585,3095.708158050995,-31.32297902311135,21.73684310913086
161,-3275.4793563946396,184.68879814652036,-6524.2383311196045,3095.3920524070363,-31.321875828588183,22.380744218826294
162,-3276.7441469403807,184.68648503042894,-6524.109225527897,3093.9995953736106,-31.321001816519658,22.861701250076294
163,-3275.4489023263855,184.69897450706253,-6523.922685683423,3095.0982104517493,-31.323401601770065,22.235798597335815
164,-3275.0312244352676,184.6748733092077,-6523.4233119244755,3095.037559417305,-31.320345237301368,21.76118516921997
165,-3276.231938639666,184.6848787888603,-6523.386353573309,3093.790488189958,-31.320952045172525,22.174851179122925
166,-3275.9909601614245,184.67301059973923,-6523.112494375961,3093.768087155691,-31.319563540890407,22.172889471054077
167,-3274.741281552463,184.69394081578463,-6523.515633302164,3095.4021572878564,-31.321746353938494,21.950389623641968
168,-3275.2213732779564,184.70047532177927,-6523.272123499764,3094.6723285954145,-31.322053695384277,23.115620374679565
169,-3275.2065771523316,184.69927254158142,-6523.55870553618,3094.975289357146,-31.32243351487744,21.90402364730835
170,-3275.6698114366345,184.71746462872437,-6524.028297905318,3094.9653991901564,-31.3243773501951,22.17532992362976
171,-3275.9504397682645,184.7267303390672,-6524.418316076213,3095.066654100552,-31.325508131668794,21.766549825668335
172,-3274.6776943429863,184.75520127357032,-6524.429066302238,3096.3237834885367,-31.327612802852332,22.261516332626343
173,-3274.18310607547,184.73366906539422,-6524.301405822588,3096.7105463347907,-31.325915653065046,21.748597621917725
174,-3275.93743661012,184.70467009953654,-6524.198224386659,3094.8792587425,-31.323141065496696,22.29279398918152
175,-3276.3223158667033,184.71329090729665,-6524.948539972946,3095.237606089375,-31.32467289042842,21.88368844985962
176,-3274.7191856099944,184.7136466537031,-6524.813648131984,3096.7057166800505,-31.324900811762074,22.302303075790405
177,-3274.401363765294,184.7038598773915,-6524.640518883706,3096.8595286278232,-31.324233386800888,21.814603805541992
178,-3274.8184521047438,184.7036410743953,-6524.215259041779,3096.0172802230177,-31.324114360375663,23.075623989105225
179,-3274.4093165564,184.71950760037322,-6524.359770876768,3096.5569931740242,-31.326046454026116,21.7454514503479
180,-3274.488517354787,184.75556019455877,-6524.610028322204,3096.6954658123027,-31.329515039441606,22.328970432281494
181,-3272.751244660227,184.77575060015852,-6524.169267114947,3097.9739585219954,-31.33168666743065,20.847368717193604
182,-3272.4995674034176,184.78641162135486,-6524.046163099395,3098.092800312359,-31.332616237732392,22.28305721282959
183,-3271.418667638621,184.77725601624846,-6524.070603425301,3099.2061518602845,-31.331472089850998,23.154328107833862
184,-3270.647482890042,184.7732262498845,-6524.080795270412,3099.9913400795704,-31.331253949081734,22.72674798965454
185,-3270.5963029953195,184.79046352576074,-6524.195922456213,3100.1428909947845,-31.333735059649335,22.175864219665527
186,-3271.152865290846,184.7335168495271,-6523.528838719863,3098.9709492060524,-31.32849262656174,21.889837980270386
187,-3271.0347157670644,184.73189552841265,-6523.005299694216,3098.567155402236,-31.32846700349607,23.248382329940796
188,-3269.6208282081698,184.72778468209782,-6522.9027347873625,3099.8828884448203,-31.32876654772494,22.042335271835327
189,-3269.6969791888855,184.69980687426417,-6522.2869242234565,3099.21606717943,-31.32592901912282,22.22846746444702
190,-3269.24708734245,184.68838573974705,-6522.228179263455,3099.6177171752165,-31.325010993958045,21.978528022766113
191,-3267.887211803139,184.6959123492467,-6522.673930480444,3101.416582609276,-31.325776281216516,21.889657020568848
192,-3268.212187568286,184.66171006403945,-6522.56915523536,3101.0180614575247,-31.322803854488487,22.222129106521606
193,-3268.0261009375613,184.6522457727311,-6522.416167257679,3101.0596016215463,-31.32178107415746,22.281771659851074
194,-3268.3391977130163,184.65341636683124,-6522.275016214245,3100.604667579936,-31.322265445538022,21.819570541381836
195,-3269.9678246110357,184.66090884623267,-6522.534168691237,3099.22837326858,-31.322938034609976,22.229156970977783
196,-3269.1032842313016,184.68084236930238,-6522.548756989086,3100.0903608596477,-31.325730471165194,21.822388648986816
197,-3268.2963983767004,184.67463409183415,-6522.39718814224,3100.7513603296907,-31.32520465598492,21.031838417053223
198,-3268.754920587129,184.6091809482847,-6521.792199365863,3099.746149975271,-31.31805214482181,22.182067155838013
199,-3268.9500648657795,184.5747603824066,-6521.701546217855,3099.4912470319746,-31.314526062304456,22.19739603996277
200,-3269.308610174041,184.5538866746601,-6521.295484038067,3098.7452492224656,-31.312262033099223,21.03822612762451
201,-3270.056100686075,184.58457066840748,-6521.360888588269,3098.0354839907964,-31.315266757010985,22.243022441864014
202,-3270.999034953109,184.60914280158107,-6521.75957541046,3097.469531006958,-31.31813335119021,21.794737577438354
203,-3272.246697773239,184.6004642477114,-6521.3854850808475,3095.856650094939,-31.318327035042742,21.88224482536316
204,-3271.5555998042805,184.60533775039352,-6521.46771781162,3096.625865283748,-31.319085026803354,22.22534441947937
205,-3271.3050408046934,184.60279078623157,-6521.769196172369,3097.1795564019744,-31.31819182053161,21.916232347488403
206,-3269.7854648093776,184.60813464138778,-6521.655637937285,3098.580730341899,-31.318691855381054,23.887181282043457
207,-3270.668586569593,184.5858755384928,-6521.637497098608,3097.6991841714052,-31.316149180884242,22.730730295181274
208,-3270.8061169499824,184.57945934764325,-6521.447335698207,3097.3777750772856,-31.31601567670539,22.171388864517212
209,-3270.2337106405075,184.5542194680866,-6520.926413012734,3097.4512496193665,-31.31276671522733,20.9916090965271
210,-3270.811901832941,184.55090841045384,-6520.969716793244,3096.919138949804,-31.312232399956372,22.375479698181152
211,-3270.369055630307,184.528143127933,-6520.994529719784,3097.4076762606765,-31.310345299132287,22.003283977508545
212,-3270.207800548625,184.51436247172254,-6520.5135750004565,3097.100411223095,-31.30899924298591,22.59214949607849
213,-3268.82878103633,184.52362131173157,-6520.544986971476,3098.502321829151,-31.309737205736553,21.845632076263428
214,-3269.3658006291953,184.54447482770806,-6520.480291940786,3097.8822853508264,-31.312268866945363,22.20325207710266
215,-3269.6716063130257,184.55492188229957,-6520.262705919253,3097.3500279416266,-31.313850217700235,21.976277112960815
216,-3268.8731658212555,184.57870850476988,-6520.222779702489,3098.0866496647964,-31.315744288334354,21.40146017074585
217,-3269.7456850787644,184.57023865255186,-6520.239915128456,3097.2381406343075,-31.314149237167864,22.19368314743042
218,-3269.5356126424977,184.563662897243,-6520.032874048809,3097.2463953505726,-31.31279684150395,22.252126216888428
219,-3269.211048742327,184.5724643184692,-6519.4392477484225,3096.9697968333376,-31.314062145711816,21.79349374771118
220,-3270.141021268922,184.60382538708376,-6520.008914535583,3096.5809150859545,-31.3168472063765,22.250762462615967
221,-3269.0682343606322,184.60708278851695,-6520.055631886913,3097.6970690899407,-31.31675435217741,22.7476065158844
222,-3268.3863648461415,184.64839875315556,-6520.500876453965,3098.7873777399464,-31.321264885279327,22.377373695373535
223,-3268.999985104225,184.64362785304237,-6520.681871118898,3098.3591507954393,-31.32089263380851,21.91786551475525
224,-3268.433709572092,184.66701096773917,-6520.413072852501,3098.63538454818,-31.323032235511302,21.79343056678772
225,-3267.0958845471373,184.6401688332284,-6519.689897550734,3099.274031352879,-31.320187182511834,22.200588703155518
226,-3267.468398058028,184.65531632693296,-6519.547056015062,3098.7446197278923,-31.32127809779318,21.833420991897583
227,-3267.9566188661292,184.61298830927151,-6519.256567942776,3098.0046639992966,-31.317703231922643,22.252493381500244
228,-3269.0726246963945,184.65079582727887,-6519.365584966119,3096.963674156477,-31.321509714032793,21.780877113342285
229,-3269.0433678436125,184.63148731063154,-6518.814895548706,3096.4583649564893,-31.31832456202861,23.148719310760498
230,-3268.0517226276866,184.66310871444333,-6518.999722900776,3097.6072065990656,-31.322315040421376,22.704705238342285
231,-3267.761282318929,184.65276327995986,-6518.77635879629,3097.683369618044,-31.321056420644613,22.315759420394897
232,-3266.500496736755,184.64853461727964,-6518.439180923709,3098.611823179951,-31.321673610279806,21.791009664535522
233,-3266.7776315203037,184.66920698857334,-6518.346476720147,3098.2236014092346,-31.323963197967284,21.917953729629517
234,-3266.4078604312936,184.6820362737025,-6518.283888553748,3098.518368544143,-31.32437669539338,23.230257987976074
235,-3267.445419694461,184.6625316884948,-6518.089707182386,3097.3046746710947,-31.32291887166758,21.86098074913025
236,-3268.0905575162624,184.64821187703464,-6517.970879932374,3096.55382742948,-31.321716890404453,22.290939331054688
237,-3267.906014344265,184.64525547430875,-6518.3881039360795,3097.15903578691,-31.32220166940512,22.991920709609985
238,-3268.5271695935853,184.6194459777198,-6518.7679190535855,3096.9415431379093,-31.32023965562974,22.269664525985718
239,-3268.5212278628796,184.6193729786477,-6518.442232807957,3096.622046689876,-31.320414723446206,21.916112661361694
240,-3268.573955655371,184.61931976230787,-6518.495700195963,3096.623253277881,-31.320828499596267,22.21678352355957
241,-3268.265908385109,184.62063307841473,-6518.2867111528785,3096.72057606427,-31.32040637491503,21.93002200126648
242,-3269.3057659835963,184.62817271541928,-6518.464926708159,3095.853204458856,-31.32221644971319,22.110612869262695
243,-3268.657183338831,184.6271855782317,-6518.800354368733,3096.8378284483715,-31.32184299670309,22.823181629180908
244,-3269.661444305485,184.62801767411315,-6519.072535954172,3096.104543450816,-31.321469476241962,21.848564386367798
245,-3270.559759907607,184.61156304777592,-6518.7686374815785,3094.9175635130896,-31.320248986893812,22.237534761428833
246,-3270.5899417171636,184.61641208815658,-6518.850563868256,3094.965065902208,-31.320855839271125,22.647872924804688
247,-3270.989723789657,184.6433980764177,-6519.01906067112,3094.7089004520863,-31.322961647039495,22.493823289871216
248,-3271.7596368269697,184.67156375238832,-6519.567687100011,3094.462187921916,-31.325701401262226,21.878089904785156
249,-3271.8281661526976,184.6822569422191,-6520.1374773729185,3094.9537733147936,-31.32671903679016,21.947060108184814
250,-3271.7223570235087,184.697356581064,-6520.270966276478,3095.1801493801568,-31.328896708249875,22.82116985321045
251,-3271.390678403606,184.68239330156152,-6520.2380778860115,3095.4922618480655,-31.327255667219195,22.096500873565674
252,-3270.5751283108216,184.70445279371955,-6520.349052730126,3096.399005369433,-31.32953374384572,22.64242386817932
253,-3269.8867394526637,184.712201779952,-6520.401943294493,3097.1325545366067,-31.329552474725926,22.304819583892822
254,-3269.200686787135,184.73004761410266,-6520.39070973846,3097.7910380818867,-31.3310627446612,21.729345560073853
255,-3269.4094565160094,184.74979555146544,-6520.479711060101,3097.653511761099,-31.33305276846864,22.31249976158142
256,-3268.5479561475317,184.73146247407112,-6520.528077536435,3098.5800652219978,-31.331406307161426,23.091700792312622
