epoch,L,E,T,V,C,I,ci,logDetJac
45,-1.5933498217725224,0.9191410087991563,0.2069380456902952,-1.8002878674628175,2.5124908305716787,0.9999829899033144,0.0,-0.28531696019002883
46,-1.5962044106354383,0.7820523204135161,0.21594753487075008,-1.812151945506188,2.378256731048954,0.9999915761595953,0.0,-0.28761072686550027
47,-1.600873276044826,0.8301148036336148,0.22515585655545622,-1.8260291326002824,2.430988079678441,0.999990659930726,0.0,-0.28967119020375687
48,-1.592603938375253,0.9863319612902326,0.2185709182345415,-1.8111748566097945,2.5789358996654856,0.9999906009811224,0.0,-0.29042161892908136
49,-1.5930994966103627,0.956141762759463,0.20960954359213615,-1.8027090402024986,2.5492412593698255,0.9999919395363325,0.0,-0.291489131952688
50,-1.5861333543349692,0.7248798576902016,0.19869779431665974,-1.7848311486516288,2.3110132120251707,0.9999921218806318,0.0,-0.29873589770025266
51,-1.5896457933698827,1.187659792731498,0.22195798225074737,-1.8116037756206298,2.7773055861013805,0.9999990687097766,0.0,-0.298642271942562
52,-1.5930249950464042,1.0987771692736341,0.2086374181542531,-1.8016624132006571,2.691802164320038,0.9999975717872993,0.0,-0.30440626216893596
53,-1.5922209376070036,1.112139741332257,0.22268157171356956,-1.8149025093205728,2.7043606789392602,0.9999937695641625,0.0,-0.3100932555349447
54,-1.5869806526393995,1.3258278453646248,0.2337282975992776,-1.820708950238677,2.9128084980040243,0.9999962491710577,0.0,-0.3074169951085939
55,-1.5945266392477833,0.792663239752764,0.20085431052327068,-1.795380949771054,2.3871898790005472,1.0000006878752528,0.0,-0.3057846749191722
56,-1.5784647900496118,0.7884770279371129,0.18565647100962715,-1.764121261059239,2.3669418179867248,0.999993280136475,0.0,-0.31488346099634623
57,-1.5951118533953181,1.081906441967535,0.22656277783810613,-1.8216746312334242,2.677018295362853,0.9999848947695109,0.0,-0.3208048405262037
58,-1.582764570686553,1.4537942908216288,0.24334612846302986,-1.826110699149583,3.036558861508182,0.999994392263985,0.0,-0.31724434995085105
59,-1.6002555934851657,1.311580661802403,0.2115519002275507,-1.8118074937127162,2.9118362552875685,0.9999980190057065,0.0,-0.3158447070232466
60,-1.5899371539567728,0.8078954612137299,0.18734682845238623,-1.777283982409159,2.3978326151705027,0.9999890718521725,0.0,-0.32308796567133274
61,-1.597977895640214,1.1348149938803047,0.2173025135786318,-1.8152804092188455,2.7327928895205185,0.99998227247187,0.0,-0.3268978593155337
62,-1.5859284147343364,1.0098596902998338,0.22809724770891238,-1.8140256624432487,2.59578810503417,0.9999872717958862,0.0,-0.3246301960095039
63,-1.5858465030756093,0.7332173352089588,0.20466160133175595,-1.790508104407365,2.319063838284568,0.9999829270276805,0.0,-0.32834154343399996
64,-1.5901268566554445,0.648974134327668,0.2170457996782219,-1.8071726563336665,2.2391009909831125,0.9999775562722613,0.0,-0.3322207313187012
65,-1.5984680263775606,0.8519511775286093,0.23337824355007827,-1.8318462699276388,2.45041920390617,0.9999896469587886,0.0,-0.32763509829398496
66,-1.5885980343696628,0.830756250220082,0.19033620364043902,-1.7789342380101019,2.419354284589745,0.9999834500495104,0.0,-0.3317496350542495
67,-1.5950188776764846,1.1731509076124058,0.20912951521030648,-1.804148392886791,2.7681697852888902,0.9999706007565063,0.0,-0.33808166611775536
68,-1.5889102462647506,0.9423559873732477,0.24106238771038802,-1.8299726339751388,2.5312662336379983,0.9999800785752628,0.0,-0.3357798807064191
69,-1.5909844545639238,0.8922814574028886,0.22023808858773106,-1.8112225431516547,2.483265911966812,0.9999810659611853,0.0,-0.33534110601430445
70,-1.5903580071099501,0.6021191555534942,0.20753694579016507,-1.7978949529001156,2.1924771626634447,0.9999709732637836,0.0,-0.33955220467502584
71,-1.5879762262953638,1.4159521977081257,0.22552972134798183,-1.8135059476433455,3.0039284240034894,0.9999797931660976,0.0,-0.336912032555607
72,-1.5969197726149704,0.6534586049672393,0.20337003109307392,-1.8002898037080441,2.2503783775822095,0.9999821389946284,0.0,-0.336541842882941
73,-1.6005343017826041,1.0220541619668948,0.19968439599906407,-1.800218697781668,2.6225884637494987,0.9999777486043879,0.0,-0.34030601339592315
74,-1.5933069620874778,0.9864471514741533,0.21708750922374287,-1.8103944713112203,2.5797541135616306,0.9999679540300812,0.0,-0.3445179287646718
75,-1.595528012924233,1.4878287108652817,0.23947826687357937,-1.8350062797978124,3.0833567237895148,0.9999793891988538,0.0,-0.3396808882650235
76,-1.590609973196258,0.9095967043899174,0.19379335376092818,-1.784403326957186,2.500206677586175,0.9999775621048232,0.0,-0.34133090627590595
77,-1.591685003404449,1.0268201966784274,0.1970638656433048,-1.7887488690477538,2.6185052000828763,0.9999744081625979,0.0,-0.3468062231755921
78,-1.5938714255014745,1.0611495028638838,0.23102734503033562,-1.82489877053181,2.6550209283653583,0.9999857577426822,0.0,-0.34488941654621247
79,-1.5915088543924263,0.9247662533077925,0.22503609836395283,-1.816544952756379,2.516275107700219,0.9999835935885353,0.0,-0.3453386489667285
80,-1.5828243837730605,0.9327921091622529,0.2106863827743222,-1.7935107665473828,2.5156164929353135,0.999966531985452,0.0,-0.3506294847196665
81,-1.5882050807363985,0.9344857673175688,0.24001805018151184,-1.8282231309179104,2.5226908480539674,0.9999663533361255,0.0,-0.34853048610988563
82,-1.5776977506173806,1.3102250037829557,0.2145170570313831,-1.7922148076487638,2.8879227544003365,0.9999818793892781,0.0,-0.3423205541971782
83,-1.5994474781049817,0.6484556680570279,0.1819215001916665,-1.7813689782966482,2.2479031461620096,0.9999797206123979,0.0,-0.3464900153672415
84,-1.59117873360198,0.8817114055048327,0.20197335694359236,-1.7931520905455725,2.4728901391068128,0.9999812932816919,0.0,-0.3528468948948878
85,-1.5917398895793895,0.9737834737771991,0.2660930526809758,-1.8578329422603652,2.5655233633565886,0.9999855657422523,0.0,-0.3501055174955514
86,-1.586577001153164,0.9169683529715857,0.2362106169645351,-1.8227876181176992,2.50354535412475,0.9999772016001512,0.0,-0.3454740904043916
87,-1.5953129381536784,0.9893395680268744,0.1985759305356256,-1.793888868689304,2.5846525061805528,0.9999764249808203,0.0,-0.3433842484707366
88,-1.5959022066625153,0.7464705279242134,0.18741393657582903,-1.7833161432383444,2.342372734586729,0.9999803317763649,0.0,-0.3453885276142338
89,-1.5981942078407467,1.2519626291437211,0.2001517778205349,-1.7983459856612818,2.850156836984468,0.9999873978090815,0.0,-0.3504317996534967
90,-1.6012254892529882,1.0682614226944653,0.24545591883369988,-1.846681408086688,2.6694869119474536,0.99999059813934,0.0,-0.3474157366591537
91,-1.5829492674611765,0.9903025492150914,0.2157391340573926,-1.7986884015185691,2.573251816676268,0.9999855155378861,0.0,-0.34839074223134103
92,-1.596439847805128,0.9983826901277781,0.2202684460016579,-1.8167082938067858,2.594822537932906,0.999971524177415,0.0,-0.34877542446527643
93,-1.584312115553641,1.1374947520577847,0.22209613534861558,-1.8064082509022565,2.7218068676114258,0.999974722478602,0.0,-0.34460893342713916
94,-1.5940033315251778,1.001934885924622,0.19473587853076268,-1.7887392100559405,2.5959382174498,0.9999865974611021,0.0,-0.3399502418041893
95,-1.5884837609258045,0.7066897436042798,0.17469873143632886,-1.7631824923621335,2.2951735045300845,0.9999902907851033,0.0,-0.34545804517362755
96,-1.5836171682743692,0.9289066225064813,0.21023572476042424,-1.7938528930347934,2.5125237907808504,0.9999900633247846,0.0,-0.3523935194726252
97,-1.5779167030373245,1.2665073041205697,0.29637101602746957,-1.8742877190647937,2.844424007157894,0.9999881877590353,0.0,-0.35121289506715014
98,-1.57801299212412,1.2392709994089135,0.2818717519380365,-1.8598847440621566,2.8172839915330337,0.9999855866083078,0.0,-0.34276338131578366
99,-1.6023727450690897,0.8979728890704917,0.2061611710327762,-1.8085339161018656,2.500345634139581,0.9999904216261015,0.0,-0.3336585096001513
100,-1.5788531102246124,0.5597114980145015,0.1610559002748331,-1.7399090104994455,2.138564608239114,0.9999864405099272,0.0,-0.3353962037175871
101,-1.566402819333446,0.56276782958344,0.16379193711000523,-1.7301947564434514,2.1291706489168862,0.9999780680615001,0.0,-0.34496802505043733
102,-1.573824440848595,0.9934601670097924,0.23186665307917687,-1.805691093927772,2.5672846078583875,0.9999863042428252,0.0,-0.34719411458297395
103,-1.575336914023113,1.1362095970681163,0.27828104336157405,-1.8536179573846874,2.7115465110912296,0.9999927236964417,0.0,-0.34351757551168394
104,-1.5881997823794007,1.0648214314977764,0.26010014486482763,-1.8482999272442284,2.653021213877177,0.9999956027256498,0.0,-0.33444979217915194
105,-1.591016050760833,0.9065728443539975,0.20341466315307558,-1.7944307139139086,2.4975888951148306,0.999992577657361,0.0,-0.32906059287676914
106,-1.5911951251209888,0.844446857816344,0.17593596571129272,-1.7671310908322815,2.435641982937333,0.9999817078026995,0.0,-0.3313670118356336
107,-1.5875805630917443,0.5994581348819279,0.18873365603175543,-1.7763142191235,2.1870386979736725,0.9999764020284616,0.0,-0.3342906190849095
108,-1.5752990028634488,0.6897204996819359,0.2145520939219179,-1.789851096785367,2.265019502545385,0.9999847637660869,0.0,-0.3342101454070999
109,-1.59814901057269,0.9442406219085093,0.2324273823867215,-1.8305763929594117,2.5423896324811994,0.9999948381865013,0.0,-0.3286387977936995
110,-1.5830526631084092,1.027653920125294,0.20456330334910067,-1.7876159664575098,2.610706583233703,0.9999969552454958,0.0,-0.32733696279894253
111,-1.581180175241865,0.8713528644521589,0.21061393853609128,-1.7917941137779563,2.452533039694024,0.9999930704554731,0.0,-0.3294212331685532
112,-1.5960815781850122,1.28429331190172,0.22196286821736985,-1.818044446402382,2.880374890086732,0.9999854238244006,0.0,-0.33134496129705254
113,-1.5940078611744057,0.9691072172317838,0.2336540280147017,-1.8276618891891072,2.5631150784061894,0.999983991008109,0.0,-0.32826622757071977
114,-1.5954769239199447,1.189674923353895,0.21237993499664556,-1.80785685891659,2.7851518472738395,0.9999904547239168,0.0,-0.32301018016202887
115,-1.591900886130233,0.8240948912953097,0.1833561330595378,-1.7752570191897705,2.4159957774255423,0.9999916520342924,0.0,-0.32426675364254776
116,-1.5960430017574223,0.874170275106904,0.19385783234207657,-1.7899008340994988,2.4702132768643263,0.9999911363838584,0.0,-0.32909528278500455
117,-1.5957757460983828,0.8640956458338345,0.22761356322777018,-1.8233893093261528,2.459871391932217,0.9999889538383055,0.0,-0.33134092406541366
118,-1.5817239383158856,1.2984856244880625,0.24313226319047032,-1.824856201506356,2.880209562803948,0.9999912684874512,0.0,-0.32922030408381886
119,-1.5905233425617378,0.654185409943187,0.22063092729179176,-1.81115426985353,2.244708752504925,0.9999934770653014,0.0,-0.32612304023536975
120,-1.5811446600237722,0.6150797570466282,0.1945148008018487,-1.7756594608256209,2.1962244170704004,0.9999930227199759,0.0,-0.32816814107591485
121,-1.604907892423482,1.1793820016498862,0.2133148411300664,-1.8182227335535484,2.784289894073368,0.9999883034935548,0.0,-0.3312843989584426
122,-1.588678945001157,0.9463045685344731,0.2156033500932737,-1.8042822950944306,2.53498351353563,0.9999888122537305,0.0,-0.3324441712788381
123,-1.5967849728515144,1.0311311135475583,0.22093638328233464,-1.817721356133849,2.6279160863990727,0.9999924566762284,0.0,-0.33110632124529454
124,-1.5962103718241325,0.9383586159849675,0.20369771302665066,-1.7999080848507831,2.5345689878091,0.9999958061706096,0.0,-0.33102908817296456
125,-1.58767902263108,0.9236070584343965,0.20065068216384538,-1.7883297047949251,2.5112860810654762,0.9999937312461583,0.0,-0.334520414659996
126,-1.5940767728816507,0.8110585568752786,0.21577245696684547,-1.8098492298484963,2.4051353297569293,0.9999913612138833,0.0,-0.33747711804920233
127,-1.5897962195976154,1.3947615907523732,0.23305474247198538,-1.8228509620696007,2.9845578103499886,0.9999914341107303,0.0,-0.33693153696884315
128,-1.5848250798779429,0.8974706075736814,0.2190007032457445,-1.8038257831236872,2.482295687451624,0.9999951515755818,0.0,-0.33416650854590213
129,-1.5917056318683456,0.6385876751735138,0.19696533716427783,-1.7886709690326232,2.230293307041859,0.9999964595449631,0.0,-0.33497116258083637
130,-1.583811413727588,1.0558813625547836,0.19650154273358458,-1.7803129564611728,2.639692776282372,0.9999928430727629,0.0,-0.3400659385836386
131,-1.5988747710433395,1.213651963868069,0.2348662165873976,-1.833740987630737,2.8125267349114083,0.9999903663927046,0.0,-0.3418007081843427
132,-1.5983320796206604,1.2286611982808138,0.24646004864653137,-1.8447921282671922,2.8269932779014746,0.9999903219713548,0.0,-0.33866166856625324
133,-1.5884442133275734,0.8760952442019043,0.20730743477790411,-1.7957516481054774,2.4645394575294777,0.9999947022564376,0.0,-0.3339632976628353
134,-1.5835189166955992,0.8574994012271446,0.17781035136081863,-1.7613292680564179,2.441018317922744,0.9999959722018125,0.0,-0.33626693178085404
135,-1.5935001453295565,0.8582853737852676,0.19605641564608417,-1.7895565609756408,2.451785519114824,0.9999924804187155,0.0,-0.3415988784764993
136,-1.5938468803259354,0.879761768036079,0.23490341669165035,-1.8287502970175857,2.4736086483620143,0.9999923131679059,0.0,-0.3420502583155165
137,-1.5961644767247858,1.2482398921809228,0.24196205911183047,-1.8381265358366163,2.8444043689057086,0.9999942071420902,0.0,-0.3384499285066267
138,-1.5979434332074733,0.8446380439144949,0.2048069859395104,-1.8027504191469839,2.4425814771219683,0.9999936812875573,0.0,-0.33677866793380007
139,-1.5779343819417644,0.9707709510618336,0.18100443479403644,-1.7589388167358009,2.548705333003598,0.9999929355315338,0.0,-0.3415745644854046
140,-1.5933292841916857,0.8029628556515065,0.2070594945482136,-1.800388778739899,2.396292139843192,0.9999890275755356,0.0,-0.34576840663923025
141,-1.5931092156259457,1.1406481130074713,0.23628916573149122,-1.829398381357437,2.733757328633417,0.999989859001257,0.0,-0.3452512553207488
142,-1.6019102623081658,0.7087777295402897,0.22825068683686672,-1.8301609491450326,2.3106879918484555,0.9999944227715105,0.0,-0.3413038977899133
143,-1.5840697033023934,0.5180653391725187,0.19246157341787457,-1.776531276720268,2.102135042474912,0.9999936152736938,0.0,-0.34179101173563475
144,-1.5779382262625856,0.7522043051630933,0.19556240827515664,-1.7735006345377422,2.330142531425679,0.999989579903289,0.0,-0.3448893430191342
145,-1.589092317216617,0.7377455400012476,0.20341749720050764,-1.792509814417125,2.326837857217865,0.9999808494946226,0.0,-0.34886979971207005
146,-1.580636350864212,1.1372879111257261,0.239572236434583,-1.820208587298795,2.717924261989938,0.9999799788176575,0.0,-0.34905370001495395
147,-1.5912218545439878,1.071709407680747,0.24785418666794376,-1.8390760412119316,2.6629312622247348,0.9999880250617931,0.0,-0.3453758311508235
148,-1.5981637184140531,1.0156418018455837,0.2152223247362971,-1.8133860431503503,2.613805520259637,0.999995332537257,0.0,-0.3402541653903647
149,-1.5850122810514078,0.8556288817946669,0.1894627318217517,-1.7744750128731595,2.4406411628460747,0.9999961702786778,0.0,-0.3396658980919341
150,-1.5865156849726891,0.9372858134623303,0.18963174304610786,-1.7761474280187972,2.5238014984350197,0.9999920617063323,0.0,-0.3431510353763495
151,-1.5874103218992277,1.1084306809046796,0.20892554363855786,-1.7963358655377855,2.695841002803907,0.9999865052669457,0.0,-0.34627314417827715
152,-1.5880414025316738,0.9074713640017269,0.24092557043051652,-1.82896697296219,2.4955127665334005,0.9999889360979205,0.0,-0.3452156276873961
153,-1.5923089289283434,1.0186700745747326,0.22893701926062918,-1.8212459481889727,2.610979003503076,0.9999935556670831,0.0,-0.3422811471025143
154,-1.5951163668748505,0.9053073375658502,0.20371648073107942,-1.79883284760593,2.500423704440701,0.999995131487526,0.0,-0.34085431066012567
155,-1.5899580514193605,0.937748584468137,0.1909264747145669,-1.7808845261339274,2.5277066358874976,0.9999909122080585,0.0,-0.34375148111446735
156,-1.5915166108470222,0.9973272851248005,0.2026635028248926,-1.7941801136719149,2.5888438959718227,0.9999837557500013,0.0,-0.3471992714431775
157,-1.5933558756810255,1.1495535007900104,0.23068030120632738,-1.8240361768873532,2.742909376471036,0.9999822455602604,0.0,-0.34738474372136136
158,-1.5897453537404869,0.9471388204266271,0.22816368662679992,-1.8179090403672866,2.5368841741671138,0.9999852808047273,0.0,-0.34584932611872193
159,-1.5969191250765586,0.9690962333489948,0.21853505522944222,-1.815454180306001,2.5660153584255534,0.9999870804329964,0.0,-0.3447987927649413
160,-1.595978201083423,0.8284387191963138,0.20328778249345225,-1.7992659835768752,2.4244169202797368,0.9999849282748154,0.0,-0.34585829706122817
161,-1.5949417808780733,0.7447572961725162,0.20547439681847868,-1.800416177696552,2.3396990770505894,0.999982121540161,0.0,-0.3471971111665673
162,-1.5950278339677353,0.6587211878499564,0.21388761621088126,-1.8089154501786164,2.2537490218176917,0.9999827692730298,0.0,-0.347337560046458
163,-1.597293678878364,0.885521363619818,0.21169107619022268,-1.808984755068587,2.4828150424981823,0.9999827433253292,0.0,-0.34772737962262257
164,-1.5956626420688056,0.5924507859234116,0.2142922958122337,-1.8099549378810393,2.188113427992217,0.999983179035338,0.0,-0.34780562470887066
165,-1.6040619687696864,1.0019137085248189,0.22375149010599768,-1.827813458875684,2.6059756772945053,0.9999843857564745,0.0,-0.34756622343520716
166,-1.5954627870134102,0.8398789722670712,0.20506345863592407,-1.8005262456493343,2.4353417592804814,0.9999818324745148,0.0,-0.34889118541521413
167,-1.5887892289448735,0.5631935636686798,0.205447326319467,-1.7942365552643404,2.1519827926135533,0.9999782448202981,0.0,-0.3508581138250828
168,-1.585772680411799,0.9394061777380034,0.21501875377906704,-1.8007914341908664,2.5251788581498027,0.9999781286117241,0.0,-0.35216202078749775
169,-1.5903985675074777,1.0090302414545167,0.22185362865711755,-1.8122521961645952,2.5994288089619944,0.9999813080776482,0.0,-0.3518355889337799
170,-1.592118831869771,0.7191959835256911,0.21823137415745947,-1.8103502060272305,2.311314815395462,0.9999812283335527,0.0,-0.3521022636969984
171,-1.598740640806914,0.7787250154239111,0.21127964646877637,-1.8100202872756903,2.377465656230825,0.9999786639008575,0.0,-0.3531894588099429
172,-1.6053848701148958,0.7941275167257169,0.20971718204764167,-1.8151020521625374,2.3995123868406125,0.9999773549236901,0.0,-0.35367838816515923
173,-1.5914461542050433,0.38409873245749027,0.20254125280085047,-1.7939874070058939,1.9755448866625336,0.9999788589111925,0.0,-0.35468526350465024
174,-1.6061923444136064,0.7872012803291843,0.20746027692228053,-1.8136526213358868,2.3933936247427905,0.999980439322947,0.0,-0.35532730428598375
175,-1.5961491694427141,0.8360102877839537,0.20700763769287844,-1.8031568071355928,2.432159457226668,0.9999781273320996,0.0,-0.3574080815557058
176,-1.6023556244118358,0.9717993482481728,0.22232140027140102,-1.8246770246832367,2.5741549726600086,0.9999789205645367,0.0,-0.35753673494166
177,-1.5959136489099115,1.0419866827801794,0.21726555451775376,-1.8131792034276655,2.637900331690091,0.9999791559567135,0.0,-0.3574095949271415
178,-1.59785152473561,1.3134347714982244,0.21510130817072182,-1.8129528329063318,2.9112862962338344,0.9999784161432663,0.0,-0.3574285743852475
179,-1.594482247071171,0.6956674449783358,0.2079339356914679,-1.8024161827626393,2.290149692049507,0.9999734701975447,0.0,-0.3587503356105417
180,-1.5996878720834586,1.1145536130152272,0.2185728186269706,-1.8182606907104295,2.714241485098686,0.9999758618861729,0.0,-0.35812887414619504
181,-1.607118653761645,1.232868120528339,0.2131896156076451,-1.82030826936929,2.839986774289984,0.9999824226513586,0.0,-0.35578994754808324
182,-1.6010043146304413,0.7397841895953505,0.1933789519560869,-1.794383266586528,2.3407885042257917,0.9999979575209483,0.0,-0.3571811259454232
183,-1.5888881600964737,0.6866107169341906,0.19832343455522505,-1.7872115946516987,2.2754988770306643,0.999974544943617,0.0,-0.36205458348904096
184,-1.599145896691876,1.139346887740473,0.23889421986737808,-1.8380401165592541,2.7384927844323492,0.999973768654571,0.0,-0.36206626022994987
185,-1.5929218712788038,1.0585243662500403,0.228525669435279,-1.8214475407140829,2.651446237528844,0.9999780240502509,0.0,-0.3592764267144265
186,-1.5920433337730167,0.696803605739734,0.19633694675097554,-1.7883802805239921,2.2888469395127506,0.9999789965995428,0.0,-0.35925874358529236
187,-1.5965118929830275,0.7741696125072974,0.19401441105274453,-1.790526304035772,2.370681505490325,0.9999750133145062,0.0,-0.3624972267533133
188,-1.544168009232465,0.9660926902838933,0.211299590902153,-1.8067286215675573,2.5615217209492975,0.9999748354820839,0.020011940954356655,-0.36314295355543624
189,-1.553989505104359,0.9675191189014929,0.2189343279272173,-1.8246653708470872,2.573250161821363,0.9999795496599401,0.02010746509732575,-0.359412305601039
190,-1.5629022603107856,0.7804503912941052,0.19226989262625516,-1.8037242183024191,2.391904716970269,0.9999997685951225,0.02029849476064305,-0.35515796985752063
191,-1.5375421760108399,0.5325602891245398,0.16964887933916625,-1.7506997251387593,2.113611134924133,0.9999986863848415,0.020584992702697313,-0.35546027368221217
192,-1.5285008894136798,0.7884057578021371,0.16452626687074962,-1.7426458640146276,2.366525354946015,0.9999762644333423,0.020966903070146925,-0.36187127678570674
193,-1.5462155099437949,0.6459329437766723,0.20804689515347283,-1.8023013222626458,2.2401873708858453,0.9999729927634177,0.021444151408809065,-0.36442581917589356
194,-1.5312928659196259,1.2180722469132113,0.2474531563775199,-1.8406405263808996,2.811259616916591,0.9999739100939651,0.022016644678174657,-0.3621420350823295
195,-1.535054523369175,1.1970364220559793,0.22815781360232712,-1.8266263293152067,2.7955049377688588,0.9999958085773959,0.022684271269546086,-0.35408947044032685
