epoch,L,E,T,V,H,X
46,0.009437883919617217,2.2070030549076725,1.0990869480781782,-1.0898829386559679,2.338744974068787,-0.14094592858332483
47,-0.20102167449098418,1.6824531734621346,0.7140527937071565,-0.9152742880692841,1.9981987114344442,-0.11452404361018156
48,-0.4128769663828154,1.042283998931482,0.36724782195460326,-0.7802785851687872,1.5379683136867393,-0.08265355154107312
49,-0.49515163517688177,0.8014544218500619,0.2198503753211245,-0.7151381396479142,1.3612914990778666,-0.06454931290101511
50,-0.4711969362163289,0.6546875191323346,0.1769723940730603,-0.6482877335877526,1.1840329836349794,-0.05803012498795236
51,-0.4628399755507858,0.6760251891041373,0.20362555525424103,-0.6665856226843594,1.2009187933262369,-0.061933536791981075
52,-0.46690466366291583,0.9011417228035944,0.28824191952515216,-0.7552907119577897,1.4412876972167354,-0.0730971819805035
53,-0.5011219837358825,1.1369572314366851,0.42215150420306324,-0.9234461412756259,1.7265333668014986,-0.08828149829225099
54,-0.6503192893292501,1.1527740950741152,0.6409307275541483,-1.291441172699432,1.9115581603335805,-0.10827362011418158
55,-0.48377765103398374,1.5867018207908299,0.9257001802915154,-1.4096979005211572,2.200691956582263,-0.12999241556179147
56,-0.21771002265066647,1.9438979117348523,1.0313990249796376,-1.2493389017873056,2.2985415700141485,-0.13670378147162854
57,-0.2940175722106891,1.7872823586730233,0.8923157158051391,-1.186554154401437,2.2086638560884584,-0.1271430588191373
58,-0.5356262494209543,1.2278336176598317,0.5941620984213067,-1.1299750926805006,1.867448382396537,-0.10380177047751138
59,-0.6401804492851042,0.9194116446636031,0.4131050409442923,-1.0534502003779054,1.6471014850878583,-0.08734468099064242
60,-0.5875067158152869,1.0132248019830623,0.3721942965586016,-0.959869360049489,1.6834767560048731,-0.08257689053092325
61,-0.549304712064613,1.024568112387711,0.41857487638311597,-0.9680457143342256,1.6612588649660802,-0.0872199146272597
62,-0.5882953857585462,1.0457713567650422,0.49227604817803644,-1.080744274013723,1.7284007714022203,-0.0941611888014918
63,-0.6089509495767795,1.1110583559935567,0.5506808065652995,-1.1598137099848564,1.8195384277742115,-0.09934716836109772
64,-0.673765317857026,0.9513000125921592,0.6007035525205985,-1.2746417849436558,1.7291456603120168,-0.10390741529680031
65,-0.6254178901022975,1.1596723826778281,0.6508723822810725,-1.276479605372205,1.8933298883491374,-0.10805028258017707
66,-0.49936947629026746,1.357996368062134,0.6950672719652544,-1.1946337266343316,1.969783788098035,-0.11222096536682322
67,-0.5533205354720943,1.2632451381022967,0.6018599790288708,-1.1553726139328095,1.9209943184424818,-0.10423654543624664
68,-0.6293851691099108,1.0103433488141027,0.49581182349605973,-1.1253704161205427,1.734235145720353,-0.09433320428176764
69,-0.6381110173287197,0.9182924439310725,0.451139825228416,-1.0894154906545286,1.6464809739279826,-0.08991286457079757
70,-0.6432539954706192,1.1369296919908254,0.5816852889204993,-1.2251274676319506,1.8818324083182483,-0.10146053761597196
71,-0.6350131877279118,1.249704065735131,0.7677212422151372,-1.4029345134193303,2.0008347628119942,-0.11591742587267004
72,-0.6803602853079483,1.2699100163814534,0.7764368778380828,-1.457003764979472,2.066018334411928,-0.11554143088908506
73,-0.7028371536683491,1.1269966182419688,0.663563398335453,-1.366594378910742,1.9382690693989162,-0.10824147058165844
74,-0.717221047788753,0.9762128698519461,0.5354725322492624,-1.2528726385456606,1.7905850764520568,-0.09697210030371253
75,-0.7516824679541732,1.023774827357124,0.5714617963940899,-1.323331833562101,1.875692138378613,-0.10004727385347748
76,-0.7630774626344087,1.1173765956559987,0.7787750958176136,-1.5420522767415894,1.9971828956708895,-0.11652911909091514
77,-0.7249675395592496,1.3669326355421572,1.1512043294979306,-1.8763951569218977,2.2328786471762716,-0.14075518421014704
78,-0.7241016579971953,1.4784462504668288,1.0846965108674598,-1.809032067997793,2.338991331379138,-0.13620952378197543
79,-0.7732419500082239,1.1631570323402347,0.8506567124704569,-1.6241043834272224,2.0572094854139777,-0.12060478211697763
80,-0.72989255526573,0.8753901910513626,0.43149940993665153,-1.1615611900846161,1.6922488223447694,-0.08679685114544233
81,-0.6780413615724297,0.8738852723060158,0.3559384622121774,-1.0341429484183946,1.6312463378735105,-0.07915657936127748
82,-0.7402384485357218,0.8924359922096994,0.5073438336922592,-1.2477549730750692,1.7269084708805145,-0.09406133928800509
83,-0.6718967961966891,1.451688623553224,1.0275730820801656,-1.6996954406451563,2.2556236830144325,-0.13181270089621794
84,-0.6541437107831494,1.775497226516617,1.542208723181285,-2.1966114873322575,2.5905336782278767,-0.16063368756028756
85,-0.7014756492756092,1.725952420821086,1.4615796461555548,-2.1633136058298925,2.5831039872865005,-0.1554176067910775
86,-0.7236759455000161,1.1577201542410025,0.8169895021334532,-1.5408652983019668,1.9985066849761743,-0.11691073456665824
87,-0.7431823650673979,0.7727808822409459,0.4225861375176807,-1.1659285205647925,1.6001797971364922,-0.08405653184843463
88,-0.7242705099484636,0.8214751395654183,0.4059585290990219,-1.130391946735328,1.6290768784242657,-0.08316832122254159
89,-0.8400759379847753,0.8188231317445318,0.5796602713275836,-1.4199119230587929,1.757137464338273,-0.09806268086253186
90,-0.7453178616898365,1.137875671939053,0.7882779588097932,-1.533795470488735,1.996499891050803,-0.11310670743280805
91,-0.7623849958498674,1.236519580429969,0.9342271266887063,-1.6968242666022577,2.121440636838875,-0.12232391649535518
92,-0.8377487816631424,1.053668177958546,0.8444026654626855,-1.68235229571074,2.0084858491209,-0.11686804091429946
93,-0.8390193684658952,0.7598749398617013,0.6101384682461377,-1.4493276195777731,1.6978286574018324,-0.09876456620849615
94,-0.8327909974824736,0.7638927161465193,0.5406306719688886,-1.3735907281774775,1.6905872611520811,-0.09373448879697259
95,-0.8402909766170421,0.9967493546453625,0.7706687862845578,-1.6111546330037465,1.9487010214682305,-0.11146582010367923
96,-0.8255862547610244,1.177153415106158,0.8970239776466913,-1.7228224809330848,2.1224852536880436,-0.11953333529549204
97,-0.9291781931663874,0.9020396207965939,0.8016938517881704,-1.731066456920173,1.944119656150128,-0.11270743022153171
98,-0.819403602644285,0.9133122951943646,0.6504988756669969,-1.4700859231704977,1.8344485921584472,-0.10154924946058201
99,-0.7865718796582694,0.8261651550808301,0.7009592963104452,-1.4877030211640156,1.7184519530080327,-0.10554307307363256
100,-0.8302030922358102,0.9605413996145196,0.7798415073831562,-1.6102347585809371,1.9015896197062587,-0.11065496889395893
101,-0.7785876994421713,0.9254311494578098,0.6699572716744322,-1.4487256023235702,1.8063120696647341,-0.10211258955778699
102,-0.7761875000145386,1.0312939321464134,0.7340893816623392,-1.5104682649027634,1.9138322588531917,-0.10615944346635423
103,-0.7981907446388253,0.9402354774054624,0.6384345081025266,-1.4368090578664332,1.83805125081237,-0.09944122364300081
104,-0.8196062985685045,0.8020774063264398,0.5514665686512393,-1.3712443014545448,1.7143423480080813,-0.09248720887833656
105,-0.842288980253596,0.8602823557491753,0.6253607816860536,-1.4678298322975432,1.8007035789345043,-0.09795217257383965
106,-0.6938977860760946,1.222240218464106,0.9965792825445634,-1.6906810381153123,2.039694946542555,-0.12335297250770022
107,-0.5852237529360722,1.3048557815790651,1.0817967664148176,-1.667222396257391,2.018769065010809,-0.12848765358917058
108,-0.6660851512291526,1.0815095873266638,0.661957817001384,-1.3282278271687196,1.8485893818276893,-0.10080978433368958
109,-0.7150826709018694,0.770167439794808,0.41685020918774773,-1.132089515925113,1.5663583549567757,-0.08095160842460274
110,-0.7481340732715884,0.5591013884866004,0.33864721065898407,-1.0869192910176295,1.3800708705715063,-0.07269740172626019
111,-0.8031862080603723,0.6417063881014797,0.45998808590894835,-1.2633271684410619,1.5287447174119233,-0.08369924677832971
112,-0.7883235101776302,1.0317595224262788,1.0273287741565729,-1.8158465481759731,1.9426384177005709,-0.12236112125489182
113,-0.6628208163793212,1.5026888937212122,1.5375632540213509,-2.2006156656229496,2.315952222774991,-0.1502109174521806
114,-0.8054974465268302,1.3522756621799261,1.3046192440594169,-2.1103462166283693,2.295260421226509,-0.13725778647763037
115,-0.8588117246791154,0.7921687564298898,0.6412109745960335,-1.500197502636943,1.7480336179414515,-0.0968783334706525
116,-0.8366130311542191,0.6782294243797751,0.5274561658048063,-1.364229547754117,1.6035079509159846,-0.0885051445868986
117,-0.8741127519343483,0.8233108236101814,0.7457576254394735,-1.6200505249847592,1.8014761093730254,-0.10387238621755832
118,-0.9095106368428418,1.016625908380736,1.1733234918390492,-2.083039672833773,2.055441518818067,-0.12909942944260688
119,-0.8438130359694826,1.1403521678999566,1.2579182157336304,-2.1019432106646976,2.1195896158445002,-0.1352124530134761
120,-0.7968778099908942,0.8883986399846743,0.7317097235300428,-1.5287664214057852,1.7888788484831704,-0.10342351062275343
121,-0.8324071132202446,0.6713190022143958,0.5013430614334671,-1.3339091743773936,1.5899972368192832,-0.08611212166096097
122,-0.8752919169484263,0.704828542377778,0.6018203237715138,-1.4772795298721713,1.672891522312268,-0.09260377383383225
123,-0.8182862217391369,1.1262554914995038,1.1022085146816165,-1.9207017263139465,2.0698989319309264,-0.1251502287990922
124,-0.7074149752206754,1.3129453986586432,1.321851835701128,-2.0294824284165562,2.1561749475276795,-0.13559895615360784
125,-0.8177081340531287,1.0545932080935962,1.175722529104689,-1.993630631316842,1.999681590241627,-0.12718027993587802
126,-0.8054073023525465,0.7464457030109491,0.6080377894061764,-1.413609630500484,1.6453874176123033,-0.09336987350704645
127,-0.887076222218385,0.5678638332755357,0.47633041139698984,-1.363560391571721,1.5375795634607607,-0.08248575001049385
128,-0.8750494494578682,0.5223501946167652,0.50370278111732,-1.3789004698769196,1.4823930173154842,-0.08484513393911909
129,-0.9229462771692942,0.8176757887933614,0.8060717412802001,-1.7292027461237018,1.8472767420752976,-0.10646994843843405
130,-0.8524463953402345,1.2367981349987025,1.3830851789568008,-2.2357544395917186,2.2286529468287695,-0.13918555119514975
131,-0.8513403217717652,1.2923320084515182,1.4427210701166246,-2.2942899160917776,2.2852420338779966,-0.14134117945132535
132,-0.9040591074600274,1.001412727770305,1.0663255801835487,-1.970587407882593,2.027202390166674,-0.121527834697325
133,-0.8079365976120245,0.5997611788511905,0.437378914654416,-1.245464285993247,1.48773726806573,-0.07989071787570842
134,-0.753807234248135,0.5115851795405341,0.36231318408851937,-1.116254303683049,1.338853463944873,-0.07332716480980937
135,-0.7597373497631816,0.6881998461806644,0.4743460858653092,-1.2342364633548328,1.53027726341717,-0.08218703974698197
136,-0.9234787383239,0.6555161710231856,0.7265215843130524,-1.6501682714220285,1.6794878507606523,-0.10032499262849048
137,-0.8203753467804289,0.9505885595359833,1.1221592204863313,-1.9427241154270065,1.8954816024606789,-0.12432814798402034
138,-0.8464860016559268,0.9681454471813403,1.0066627788787452,-1.8533418421817691,1.9306164709696259,-0.11579196048526137
139,-0.839212921456749,0.8409426717855456,0.7313315223327905,-1.570722515253133,1.7807146359343506,-0.1003809712284627
140,-0.8341478438979537,0.6472902938262064,0.5439639749584619,-1.3782687903850506,1.5697152863502049,-0.0881201770974098
141,-0.8816182875663197,0.7370102026823351,0.6741972007191226,-1.555987097274887,1.71608989444884,-0.09728979521074052
142,-0.8741829020316871,0.9537235553000898,1.0792153397921016,-1.953593117625759,1.9487580197043735,-0.12065668657062611
143,-0.8439672207997599,1.1532856311968422,1.2769424067072561,-2.1211224590728053,2.128315657892525,-0.13084997433013362
144,-0.844190309002433,0.9435372732859486,0.9911300022240248,-1.835510709553701,1.9039832724319967,-0.1160652918163722
145,-0.8072179052847341,0.6883167241945003,0.5395585812318542,-1.3469348519575808,1.5836544099213072,-0.08796141500108041
146,-0.8501434763011115,0.5670009115519032,0.5127924445114147,-1.3630861019145777,1.5018110205158612,-0.08451645156079463
147,-0.8418062620907427,0.7767725536436769,0.76313927386673,-1.6051175512969664,1.7201533949368841,-0.10140256386297093
148,-0.8133840636279035,0.9663673761202263,1.0125902764528032,-1.8261640723951114,1.8973231440493876,-0.11738197198685295
149,-0.7959955844057106,0.9669179032398196,0.8472412771336639,-1.64342400503214,1.8714349276540614,-0.10833429651576573
150,-0.823238328305843,0.5917694512557833,0.6099672783751553,-1.4333562592685656,1.5065258756750364,-0.0913674435258423
151,-0.9011473598407865,0.5602886215969998,0.5098719642083023,-1.41117400675429,1.5468270520125709,-0.08523638786958318
152,-0.8465023742789498,0.5837113153056347,0.5631147924772376,-1.4097690866095962,1.5191985340866996,-0.08883292464870637
153,-0.7853895861393557,0.8762516162801677,0.7303987031174253,-1.5159645302406113,1.76240983830291,-0.10059239489955678
154,-0.8000514236867806,1.024504625400068,0.9481081782516313,-1.7483535214780765,1.9391953966469715,-0.11444542802045886
155,-0.9169895168969813,0.7841386786456997,0.7587423913855667,-1.6759122520675866,1.8034378503872805,-0.10212931105956066
156,-0.8761071307037653,0.5944590855899526,0.6045065510629951,-1.480769900520339,1.562187535785742,-0.09146510073844549
157,-0.8545595350750355,0.7975084778933793,0.6530341982594641,-1.5077685900785123,1.748567440128663,-0.0963245704162355
158,-0.8161412682506148,0.8682701908721514,0.818102600289516,-1.634423026123939,1.7915758380810058,-0.10698522137443184
159,-0.9201852603099151,0.9334680476619456,0.8870235693813182,-1.8074051522390202,1.9632254778704221,-0.10937584735077428
160,-0.928127150056866,0.7303164915266431,0.8504203428391949,-1.7787242537691172,1.7676087305645534,-0.10898832810798789
161,-0.7712516969567855,0.8528953484447825,0.6695978259913355,-1.441021688409123,1.7216546100184886,-0.09733539915591888
162,-0.8282950655952686,0.6280527797798563,0.5349607400755745,-1.3634102869815055,1.5448131066237736,-0.08831077993798664
163,-0.8320095750820395,0.6443509462891417,0.4708025089107379,-1.3029680491773483,1.5596518457097681,-0.08313535915401604
164,-0.8674904428300096,0.6692796347808052,0.6549074235483592,-1.5225612041094032,1.6333773103416194,-0.09644389499977037
165,-0.7669333695344962,1.1644179532017578,1.1894680636793624,-1.9566074107960125,2.0597758215397723,-0.12821852122136432
166,-0.6014116416251114,1.4445651816774785,1.4499893521137752,-2.051619876887973,2.188831490862695,-0.14263578441101896
167,-0.7749801171451215,1.1837580284236662,1.134776753704731,-1.9099653113341644,2.0844048431184623,-0.12545825706536326
168,-0.9004550692414581,0.7638942771955933,0.7615642015967425,-1.6621960441412365,1.7677330303595151,-0.10320691061942755
169,-0.8203173957174168,0.6501230427972781,0.4655661405629271,-1.286038877237838,1.5534095749402168,-0.0828137954680282
170,-0.745561028690302,0.7667050828757633,0.5292975029861591,-1.2750186865436088,1.6015486714773832,-0.08912240504417011
171,-0.7002353422594165,0.9519307545855353,0.6305204553191872,-1.3309307075282582,1.7490994965438174,-0.0967584897492111
172,-0.796810563298,0.7818428397007897,0.6623462791275285,-1.4593245563722164,1.67713946687778,-0.09831834993230247
173,-0.7984596868676215,0.7458547758051306,0.6392467849970898,-1.4378705878030327,1.6411593832139748,-0.09668080460290185
174,-0.9030449242488827,0.778652019823571,0.6926757687989402,-1.5958988278146882,1.7813476686543464,-0.09947258981502723
175,-0.7928031610999193,0.8194655469705341,0.7143830241498269,-1.5073576504072215,1.714651574754813,-0.10221140152688449
176,-0.7594314988747889,0.8597746479754003,0.6990720787918643,-1.4586757099149492,1.7213224829620923,-0.10194420386360739
177,-0.7430741326153424,0.8863447827579889,0.6547953456055848,-1.39804235874158,1.7288052065267303,-0.09921341063274619
178,-0.762222693476534,0.8726958113076649,0.5796861951211193,-1.342081750666547,1.728620688935692,-0.09352932208259923
179,-0.8692854922276485,0.7826024601582999,0.6641631741642045,-1.533623748111108,1.7508171925496359,-0.09875415844443239
180,-0.8362172971601329,0.9735908090448722,0.9803425120644322,-1.8167527444713716,1.9293524680641188,-0.11935142661230715
181,-0.6247087764596828,1.280269808630972,0.9532740118812466,-1.5781851772768625,2.0238893593305898,-0.11870838530400168
182,-0.6558951773337782,0.9914702410670758,0.6585444311409085,-1.3146144187491366,1.7481027444996626,-0.10056251582435882
183,-0.7395852054899157,0.7062061914772135,0.4596897397818887,-1.199428049340805,1.5310406900040914,-0.08509618896796173
184,-0.6946694369764975,0.6194943477897996,0.36954440331061844,-1.0643529736701751,1.391333830590826,-0.07703091244147
185,-0.8358091662403744,0.7313951280156298,0.534171414716031,-1.3701462945166625,1.6571356025701436,-0.08976559475388243
186,-0.7682286265536582,1.2380051321725756,1.2540469468393083,-2.0224895195901818,2.1394619721524326,-0.13301426722898363
187,-0.5816541080275365,1.7346652454296732,1.6177834248433658,-2.19968443861273,2.469057418277877,-0.15249115907883945
188,-0.724704085511967,1.1977049428588602,1.0140309648231143,-1.7389395863925943,2.045360575127223,-0.12274701069888261
189,-0.7334293692617553,0.7715994411045881,0.5217217444207871,-1.255310645248769,1.5953156622651115,-0.09012732033254169
190,-0.7026642779637827,0.7076079317992391,0.36710252169744073,-1.0699156540002508,1.4885433902746565,-0.07812232617260727
191,-0.7346380969875694,0.6516758851500427,0.38436017479089735,-1.1191448397359045,1.4656795743777988,-0.0792190242827492
192,-0.8669749479663453,0.9051258454025293,0.7262567294819944,-1.5934193520852644,1.8767463692446598,-0.10445790123886059
193,-0.7812731573480134,1.2977943564282874,1.3737205460577675,-2.1552156666631808,2.2196325739947897,-0.14034309696108954
194,-0.6972573797350459,1.4934184219349427,1.577437248804784,-2.2749286832423694,2.3405470253955336,-0.14963716902300575
195,-0.9247756837616998,0.8783109666457971,0.9360162067962825,-1.86098382973337,1.9193917538751202,-0.11611316429223542
196,-0.7917369044404909,0.6232272060048113,0.42484907471442035,-1.2167356405233787,1.4966136846762297,-0.08149991286245997
197,-0.7475814596437294,0.6140746293457768,0.32903962381152496,-1.0767645767977871,1.4349334253259123,-0.07313384299387338
198,-0.7729481951571557,0.667115373730292,0.405595164519031,-1.1786954362964528,1.520766202661844,-0.08055055715413045
199,-0.9310596127598322,1.0202450249849906,0.9224998969148892,-1.8537662891266355,2.0677945191439226,-0.11628310194718598
200,-0.6452058236361663,1.7125497843834072,1.7679821783272351,-2.4134398826077774,2.5188064437590705,-0.16079895509512085
201,-0.5149101880172986,1.8041892856423436,1.6852973916017335,-2.2004551458268446,2.475662078127689,-0.15631503826023352
202,-0.7878433333258441,1.1732685792297421,1.097752933985461,-1.885805164551965,2.0889724065950235,-0.12765159679877797
203,-0.7020210417693957,0.8969750145474196,0.510494843666593,-1.2126848304262774,1.6894499028857557,-0.09028490157865196
204,-0.7225841746282022,0.623492125946987,0.32368376836914575,-1.0464099091177614,1.4196612041336876,-0.07344293743808519
205,-0.7572292811877716,0.6038940518396935,0.34424057127075625,-1.1016135447676552,1.4369230912718827,-0.07565606593529055
206,-0.8219993758483729,0.7722039534217778,0.6004362926705245,-1.4226045945465784,1.689260276810074,-0.0948880215122421
207,-0.4659866384860257,1.5824485250128533,1.448580220720338,-1.9147860800779437,2.1922087157979284,-0.14355433142746965
208,-0.13284450639683065,2.132266552570745,1.8872260259460831,-2.0203133753122104,2.428429692970435,-0.16307579103356196
209,-0.3269361425833027,1.7590288829512035,1.557172084621577,-1.884331819907342,2.2359270246250524,-0.1497384063880841
210,-0.7126808215641172,0.9899947532268746,0.7159506596517557,-1.4288122000243437,1.807188084705925,-0.10433179110646225
211,-0.6882958969085445,0.7165880734521999,0.34017863327269127,-1.028622518993973,1.4798881273723037,-0.07485616819882174
212,-0.6607453241388446,0.6166990041523907,0.2724270095304302,-0.9333069140460821,1.3458037680742159,-0.06822485940617334
213,-0.7120067476472598,0.5716927622235423,0.3200698341932632,-1.032212221333869,1.3563949334581729,-0.07255978409402503
214,-0.7993914369245224,0.7560352851002774,0.5410055327231501,-1.3405617002109236,1.647305632511783,-0.09171417992373201
215,-0.707378117319657,1.484853100488147,1.6528432766209897,-2.360456255305521,2.348613648744278,-0.15614756957159992
216,-0.03835231688087519,2.761697131172661,2.7673105697446783,-2.805962852683709,2.9996605815519795,-0.19931116744028785
217,0.04431276475292055,2.6652334018933486,2.5214279439560396,-2.477396428713446,2.8124951032610443,-0.19129321661029028
218,-0.5160740508037839,1.6003449175213431,1.4242875271114739,-1.9405877293864018,2.2615147114399647,-0.1448695916436935
219,-0.7451940342849444,0.872001238335154,0.5662139791109669,-1.3115791159867176,1.7110259080636223,-0.09365953285271768
220,-0.6576643904018376,0.5768541813914053,0.28404446683294643,-0.9418393226237156,1.3046538893157964,-0.0700048521336219
221,-0.6547485513651397,0.5634734191435258,0.22840752075097728,-0.883284238362883,1.281662467658546,-0.06331233090311497
222,-0.6632366633630691,0.5577019605425424,0.2475673142204532,-0.9109326213542062,1.2864377068375537,-0.06537043916125837
223,-0.7758363763179772,0.644520763313222,0.40334101148357726,-1.179327509515359,1.5012171380465067,-0.0807098767015029
224,-0.7234741162370378,1.2546127614807916,1.1537320968869695,-1.8774169763784778,2.107632544704941,-0.1293349037326411
225,-0.33293458110335244,1.935193419178745,1.8950405376044661,-2.2282185730836073,2.4345437578894473,-0.16617230323156063
226,-0.49952847396836053,1.5987251776265723,1.5193078416308834,-2.0190609175154974,2.246019162535978,-0.14754090902479178
227,-0.610475679313487,1.2102450890182483,0.9260251965799555,-1.5366947845547465,1.9390866130395397,-0.11817193604650011
228,-0.6702971051039386,0.8137824073984621,0.4731843276511313,-1.1436386888638164,1.5725610874640195,-0.08832431885287231
229,-0.5022182537873783,0.8719703992524641,0.3109626242620651,-0.8133257307915536,1.4485274211014272,-0.07419391531947457
230,-0.48194807417040664,0.8332632161783338,0.3089913885138621,-0.7910783971346546,1.3893445038572418,-0.07399427905811606
231,-0.5124077007581351,0.80235624086037,0.3058665151041993,-0.8184130664554987,1.3885059316419197,-0.07360313943025043
232,-0.6260959989876868,0.8381931116323421,0.4122250431149444,-1.038475792472414,1.5475036978284982,-0.08305983683868665
233,-0.8469588075191867,0.8679541668073114,0.6809582693112488,-1.528098757041838,1.816802114025759,-0.10170745948785775
234,-0.8113312523868631,1.201830501674382,1.2350512812052048,-2.046597221992398,2.14688400329876,-0.13350756083718518
235,-0.47525104392638995,1.5790178270526742,1.341288493876116,-1.8167589787907232,2.194409882170451,-0.13992157020317034
236,-0.5548853013384037,1.3146275774995135,0.862949270328264,-1.4180328959508008,1.9832428413328762,-0.11353163821082547
237,-0.592060207702382,0.8967093351608293,0.44094441099386306,-1.0331619238075191,1.5730511127403028,-0.08412426476581732
238,-0.5826412812153435,0.6627881302631187,0.24454044664988253,-0.8273127593031796,1.3103143795346084,-0.06475393661819268
239,-0.5488551003881936,0.6699194484745006,0.19476512693887793,-0.7437480131240155,1.2778579694383776,-0.05895563477873932
