epoch,L,E,T,V,C,I,ci,logDetJac
38,-0.24861078621808436,-0.2486107862180842,0.0445451128063505,-1.2656029687516046,0.9724470697271699,0.999976877303275,1.0,0.1811545739946672
39,-0.021220302487450576,-0.02122030248745066,0.05889691210079356,-1.3189048788980315,1.2387876643097873,0.9999691460551554,1.0,0.19601297161153172
40,-0.28797930645484165,-0.2879793064548415,0.05495074807059701,-1.28032760346303,0.9373975489375914,0.999908381495648,1.0,0.2646394010487372
41,-0.1811117785315926,-0.18111177853159266,0.042359506668531284,-1.210007125107857,0.986535839907733,0.9995770925990213,1.0,0.39181654566456814
42,-0.2940953191805643,-0.2940953191805643,0.025609750033622945,-1.035572363566118,0.7158672943519307,0.9991894534240358,1.0,0.4527432172240009
43,-0.23073780515548759,-0.23073780515548759,0.020997640115087004,-0.9403821197963459,0.6886466745257713,0.9992644230487937,1.0,0.43821246843319667
44,-0.073269867296601,-0.0732698672966009,0.023290024817322563,-0.9501329453456424,0.853573053231719,0.9996426757612752,1.0,0.36488488524839346
45,-0.24259972140325203,-0.24259972140325192,0.032006687030983146,-1.119831503875173,0.8452250954409378,0.9999020369511324,1.0,0.26718903175818337
46,-0.0007549684675697277,-0.0007549684675698387,0.058857243741247234,-1.3081460721590026,1.2485338599501854,0.9999453867562114,1.0,0.24311306991166834
47,-0.01007028861725609,-0.01007028861725634,0.0689193948211182,-1.3285607576059415,1.249571074167567,0.9999005771733993,1.0,0.2719008077300954
48,-0.16248297148805385,-0.1624829714880538,0.0637056401530212,-1.322217050520196,1.096028438879121,0.9996599709684441,1.0,0.3514924304330323
49,-0.23099423858651924,-0.23099423858651935,0.046040220139940836,-1.2469703377701875,0.9699358790437274,0.9983894757899705,1.0,0.4888138477459598
50,-0.15849867183367342,-0.15849867183367328,0.023223432933874362,-1.003048076514995,0.8213259717474473,0.9968238587398659,1.0,0.5629898674809803
