epoch,L,E,T,V,H,X,cusp
28,-0.9454412466206352,-0.9454412466206352,0.9475764440993033,-3.2270113941197724,1.3339937033998335,-0.18935754358850737,0.0
29,-1.0287888244998207,-1.0287888244998207,1.043475117116225,-3.460992658068344,1.3887287164522981,-0.19908608204511377,0.0
30,-0.9992679493499754,-0.9992679493499754,1.1092871008109197,-3.517611929317753,1.4090568791568583,-0.2050157830415074,0.0
31,-1.0530238580130358,-1.0530238580130358,1.1857836066939407,-3.6787248127940515,1.4399173480870755,-0.21183340109425877,0.0
32,-1.0151128095626456,-1.0151128095626456,1.2232581658250268,-3.691108554634769,1.4527375792470965,-0.21495512019147797,0.0
33,-0.88869199846932,-0.88869199846932,1.2540552527455668,-3.6469900856093362,1.5042428343944496,-0.21795887747196196,0.0
34,-0.9820614659276931,-0.9820614659276931,1.2478289980419301,-3.694372245507163,1.4644817815375395,-0.21641177652569552,0.0
35,-0.9880076112287597,-0.9880076112287597,1.2551794364945845,-3.6963272449030535,1.4531401971797098,-0.21834616256601558,0.0
36,-0.9528691712972954,-0.9528691712972954,1.1732004875029045,-3.5424741665620365,1.416404507761837,-0.21034188958979158,0.0
37,-0.9798686523505008,-0.9798686523505008,1.1252326073384644,-3.505101442799048,1.4000001831100823,-0.2060765277567967,0.0
38,-1.100805432192979,-1.100805432192979,1.1187721137426991,-3.5916559764109386,1.3720784304752605,-0.20588861653001028,0.0
39,-0.879509733966234,-0.879509733966234,1.0689555108328823,-3.394988005636666,1.4465227608375493,-0.2009463181806729,0.0
40,-1.032449771866535,-1.032449771866535,1.0683685419893927,-3.486890277484921,1.386071963628994,-0.20148010475989925,0.0
41,-1.030287901157509,-1.030287901157509,1.044611632421978,-3.427795513133055,1.3528959795535682,-0.19895475886710176,0.0
42,-1.0398364206730297,-1.0398364206730297,1.0019723426142566,-3.390461606175956,1.3486528428886695,-0.19412879235349248,0.0
43,-0.9629709331551897,-0.9629709331551897,1.0235572909087551,-3.38433374223844,1.397805518174495,-0.19694223758276863,0.0
44,-1.0657105635132622,-1.0657105635132622,0.9599730241499059,-3.303436471869009,1.2777528842058408,-0.19083001430511934,0.0
45,-0.9999117799030441,-0.9999117799030441,0.9355030166573831,-3.3134669361013613,1.3780521395409335,-0.18829205389745168,0.0
46,-1.0386336687408497,-1.0386336687408497,0.9115554287093327,-3.257712338887152,1.3075232414369693,-0.1855371519808383,0.0
47,-1.0621707636384368,-1.0621707636384368,0.8890264911092378,-3.2341389515087373,1.2829416967610625,-0.18386066758360906,0.0
48,-0.9457424183976685,-0.9457424183976685,0.8480869292320403,-3.061292044084976,1.2674626964552673,-0.17928944538609293,0.0
49,-1.0053286980741731,-1.0053286980741731,0.8463472370461667,-3.090783393477202,1.2391074583568624,-0.1791888212385616,0.0
50,-0.9735555384805004,-0.9735555384805004,0.8293237942185829,-3.022604367525874,1.2197250348267907,-0.17724563430869722,0.0
51,-1.064747932835214,-1.064747932835214,0.8292166868059224,-3.0985838350586583,1.2046192154175217,-0.17725780256919751,0.0
52,-1.2442912788831633,-1.2442912788831633,0.8379884179011403,-3.3006816040506415,1.218401907266338,-0.17836841953873342,0.0
53,-0.9419775764874572,-0.9419775764874572,0.8504841052284489,-3.0923608087976375,1.2998991270817317,-0.17998252416557564,0.0
54,-1.1618488055919944,-1.1618488055919944,0.874691876484179,-3.2300014432012225,1.1934607611250496,-0.18242902559468524,0.0
55,-1.0842737826798596,-1.0842737826798596,0.9059190991959768,-3.2758220479708102,1.285629166094974,-0.18588137100200267,0.0
56,-1.1126952769463343,-1.1126952769463343,0.9302100528581599,-3.328014754545355,1.2851094247408605,-0.18779112832209077,0.0
57,-1.0489826811765235,-1.0489826811765235,0.979037371894984,-3.3801358873153413,1.352115834243834,-0.1922257833327199,0.0
58,-0.9850615827327911,-0.9850615827327911,1.009062537185966,-3.3660148935035834,1.371890773584826,-0.1949030107302522,0.0
59,-0.939058353132769,-0.939058353132769,1.0663498800684024,-3.451723946013106,1.4463157128119346,-0.20080133553234364,0.0
60,-1.0055178027272833,-1.0055178027272833,1.0559169518413734,-3.4742053079524235,1.412770553383767,-0.1993433095979419,0.0
61,-1.0933855939014916,-1.0933855939014916,1.0306321233941251,-3.4845569801344967,1.36053926283888,-0.19699237918222814,0.0
62,-1.06141115484277,-1.06141115484277,1.018357090143584,-3.453144154570489,1.3733759095841347,-0.19590073039132155,0.0
63,-1.1028136937397397,-1.1028136937397397,1.0008253268658116,-3.4355576472808136,1.3319186266752625,-0.19412688383337673,0.0
64,-1.049369729414511,-1.049369729414511,1.0066679450453917,-3.362678910684002,1.3066412362240991,-0.1949696750401877,0.0
65,-1.1114737025755648,-1.1114737025755648,0.9656681357293683,-3.393584572816517,1.3164427345115837,-0.19076165830613412,0.0
66,-1.0973751465268087,-1.0973751465268087,0.9844245081016179,-3.4035327237256188,1.3217330690971925,-0.19311481732073574,0.0
67,-1.0441784786484185,-1.0441784786484185,0.9347233207094363,-3.2435276777536517,1.2646258783957969,-0.18785897815187347,0.0
68,-1.070793298899377,-1.070793298899377,0.9274275107635634,-3.2793269168078782,1.2811061071449379,-0.18717920314966818,0.0
69,-1.0425108436664652,-1.0425108436664652,0.8925815817511304,-3.1751442192680432,1.2400517938504474,-0.18313561750754606,0.0
70,-1.0015198052401604,-1.0015198052401604,0.908865981978915,-3.186288872287591,1.2759030850685158,-0.18509327129027076,0.0
71,-1.0852354829674629,-1.0852354829674629,0.9387628635609244,-3.3157711348721395,1.2917727883437522,-0.18804878268749753,0.0
72,-0.9846377300786532,-0.9846377300786532,0.94196360617734,-3.2531811208936796,1.3265797846376868,-0.18769126381475365,0.0
73,-1.0207706960462932,-1.0207706960462932,0.9928258514520208,-3.3762399326738537,1.3626433851755402,-0.19383538474291356,0.0
74,-1.037488346207049,-1.037488346207049,0.9859699454938433,-3.371051365841847,1.3475930741409552,-0.1922806691015077,0.0
75,-1.042433036401337,-1.042433036401337,0.9920381581362323,-3.4063589229691953,1.3718877284316258,-0.19309123704465472,0.0
76,-1.0780362121539988,-1.0780362121539988,1.004085640090824,-3.385380217640373,1.3032583653955503,-0.19452770366091598,0.0
77,-1.055498277550738,-1.055498277550738,0.9954137986237543,-3.3839442873974166,1.3330322112229245,-0.19392485177595484,0.0
78,-0.9724816516719615,-0.9724816516719615,0.9965571795827488,-3.3321182951759356,1.3630794639212251,-0.1941272914202124,0.0
79,-1.1089210947984176,-1.1089210947984176,1.0073313183251815,-3.4823785709987267,1.3661261578751276,-0.19495678924358326,0.0
80,-0.8871686295653284,-0.8871686295653284,0.9806673534106638,-3.331143643764525,1.463307660788533,-0.19228035940412955,0.0
81,-0.9221362980828066,-0.9221362980828066,0.9336895478509291,-3.200168796718561,1.3443429507848257,-0.1876066547191993,0.0
82,-1.15999645432125,-1.15999645432125,0.9502319971990433,-3.397521424648291,1.287292973127998,-0.18968822543213998,0.0
83,-1.0706399780067821,-1.0706399780067821,0.9253002826307222,-3.304606467335594,1.3086662066980899,-0.18705494902167077,0.0
84,-1.0197915664366153,-1.0197915664366153,0.906978985937677,-3.2138978498789887,1.2871272975046963,-0.1850149471941584,0.0
85,-0.9901394990703789,-0.9901394990703789,0.9160792538747378,-3.2135122510843317,1.3072934981392148,-0.18551082296036447,0.0
86,-1.0220549154333014,-1.0220549154333014,0.8963608398545164,-3.2141920831771316,1.295776327889314,-0.18379066239456154,0.0
87,-1.0105822803134825,-1.0105822803134825,0.8667850879650407,-3.136868786729953,1.259501418451429,-0.17987342773818385,0.0
88,-0.9754121593493275,-0.9754121593493275,0.8995784389062566,-3.2161783018573464,1.3411877036017623,-0.1841518628385296,0.0
89,-1.1119902559192958,-1.1119902559192958,0.8906178991876618,-3.2521808048547647,1.2495726497478072,-0.18348769408531204,0.0
90,-0.9948523465319689,-0.9948523465319689,0.8547270148429738,-3.1547927117987578,1.3052133504238153,-0.1792760426399664,0.0
91,-1.1428473131725996,-1.1428473131725996,0.8439663409934544,-3.194729606331715,1.2079159521656608,-0.17787152391041264,0.0
92,-1.0673181424977174,-1.0673181424977174,0.8528535011223926,-3.16211519538718,1.2419435517670712,-0.1793126993768851,0.0
93,-1.048915790655264,-1.048915790655264,0.841153568363048,-3.1363571977364466,1.2462878387181342,-0.17737227581166584,0.0
94,-0.9903174592843841,-0.9903174592843841,0.8965718374060698,-3.1385610943796634,1.251671797689209,-0.18369640711178098,0.0
95,-1.0395582685303304,-1.0395582685303304,0.945552567698341,-3.319865731737315,1.3347548955086432,-0.18848645713337914,0.0
96,-0.9802800979780393,-0.9802800979780393,0.9501140822368245,-3.272101074985489,1.341706894770625,-0.18872596719245516,0.0
97,-1.1143223854530526,-1.1143223854530526,0.978507558753112,-3.430165443212763,1.3373354990065986,-0.19164179615687382,0.0
98,-1.0206988239666337,-1.0206988239666337,0.9681277282008061,-3.3392876565858236,1.3504611044183839,-0.19057781403370272,0.0
99,-0.9578336246860372,-0.9578336246860372,0.980687682967667,-3.2937257156511373,1.355204407997433,-0.1920686797251086,0.0
100,-1.0430018624233668,-1.0430018624233668,0.9921794426537098,-3.366358668813366,1.3311773637362894,-0.19310387425842118,0.0
101,-1.0633299721140017,-1.0633299721140017,0.9789288806066687,-3.3512367526795774,1.3089778999589075,-0.19167748855745065,0.0
102,-1.0785621109785344,-1.0785621109785344,0.9773998811144111,-3.416734552185045,1.3607725600920992,-0.19117486119705576,0.0
103,-1.0784988926727173,-1.0784988926727173,0.9477486844775767,-3.347076557507216,1.3208289803569215,-0.1888847893384249,0.0
104,-1.0194513246701786,-1.0194513246701786,0.903681276290428,-3.234827436143795,1.3116948351831887,-0.1843322517755005,0.0
105,-1.0762310463402853,-1.0762310463402853,0.8774491329475599,-3.201496377194878,1.247816197907033,-0.18160377018197793,0.0
106,-1.1121348717231654,-1.1121348717231654,0.8788918230399938,-3.2443266543774514,1.2532999596142917,-0.1817785275525194,0.0
107,-1.1993892099996835,-1.1993892099996835,0.8770273733921436,-3.2895798446916045,1.2131632612997776,-0.18123188492193212,0.0
108,-1.0011254568354278,-1.0011254568354278,0.8852085308118564,-3.1662465133578963,1.2799125257106123,-0.1820141016932283,0.0
109,-1.0884086495698342,-1.0884086495698342,0.9425751244611198,-3.379586823919592,1.3486030498886379,-0.1878225634004172,0.0
110,-1.114312919692959,-1.114312919692959,0.9172990689002476,-3.332028791297316,1.300416802704109,-0.18485458561726126,0.0
111,-1.0808053150261219,-1.0808053150261219,0.9167653857016335,-3.2874183592175736,1.2898476584898182,-0.18487258172147777,0.0
112,-1.1404419064376778,-1.1404419064376778,0.9257835809577619,-3.323231004626443,1.2570055172310033,-0.18608913937376334,0.0
113,-1.1389313804521008,-1.1389313804521008,0.9492469993531168,-3.3735883249301395,1.2854099451249215,-0.18874083251417986,0.0
114,-1.114289732444846,-1.114289732444846,0.9697532975944099,-3.4167131792993612,1.3326701492601056,-0.18997307014701817,0.0
115,-1.0507766371411487,-1.0507766371411487,1.003171377143122,-3.438335213481416,1.3843871991971457,-0.19313987347749959,0.0
116,-1.1587774015530568,-1.1587774015530568,1.010974136083101,-3.5177326545845995,1.3479811169484415,-0.19399520322328584,0.0
117,-1.0903395614074922,-1.0903395614074922,1.0110316605350156,-3.453628158026853,1.3522569360843453,-0.1940959835262801,0.0
118,-1.1553281179279136,-1.1553281179279136,0.982635561731132,-3.4508726414395037,1.3129089617804584,-0.19129985019987034,0.0
119,-1.1185137392490527,-1.1185137392490527,0.9840565825896244,-3.4353963499522857,1.3328260281136086,-0.19176710886282639,0.0
120,-1.1294496891114612,-1.1294496891114612,0.9404019068524093,-3.397975863122788,1.3281242671589175,-0.18750108228187173,0.0
121,-1.09364162067657,-1.09364162067657,0.908503733400208,-3.3082769854412066,1.306131631364429,-0.18422479863865446,0.0
122,-1.0938522926632497,-1.0938522926632497,0.8691717844722027,-3.239042582362508,1.2760185052270558,-0.17958137769921723,0.0
123,-1.1419326122655662,-1.1419326122655662,0.8672967056814294,-3.2886313666313445,1.279402048684349,-0.18027017333058337,0.0
124,-1.0536836524799906,-1.0536836524799906,0.833145000177341,-3.125069901615932,1.2382412489586008,-0.17626448231214914,0.0
125,-1.1159199284314265,-1.1159199284314265,0.8375814390810874,-3.167175113671864,1.2136737461593499,-0.1772378482392822,0.0
126,-0.9816177087334945,-0.9816177087334945,0.8430279635952624,-3.121542177084084,1.2968965047553271,-0.17757452046762587,0.0
127,-1.0671016211551256,-1.0671016211551256,0.8601089112882638,-3.2071387479514253,1.2799282155080356,-0.17917213912390584,0.0
128,-1.1044805444426817,-1.1044805444426817,0.9061598234796668,-3.3283419719890324,1.3177016040666834,-0.18419002172044158,0.0
129,-1.1234015229119276,-1.1234015229119276,0.9191846632870853,-3.3319331805674,1.2893469943683868,-0.18490221865968617,0.0
130,-1.0890360972272843,-1.0890360972272843,0.9149848795325599,-3.308991567260387,1.3049705905005426,-0.18497583573998835,0.0
131,-1.0979035474972172,-1.0979035474972172,0.9284565466882755,-3.386101982819946,1.3597418886344532,-0.1863935612140888,0.0
132,-1.0878867870783466,-1.0878867870783466,0.9220782991598548,-3.327406858630712,1.317441772392511,-0.18549046253442797,0.0
133,-1.103519058083577,-1.103519058083577,0.9030758318305041,-3.2820810290978346,1.2754861391837538,-0.18339454735727684,0.0
134,-1.062934932527749,-1.062934932527749,0.8996285726923257,-3.2163420230685857,1.253778517848511,-0.18293470365616044,0.0
135,-1.0803453737707565,-1.0803453737707565,0.8831280653079481,-3.2572277792966324,1.293754340217928,-0.1809391165784904,0.0
136,-1.0723751892853899,-1.0723751892853899,0.8922089827681223,-3.2785046163990668,1.3139204443455543,-0.18225527873722666,0.0
137,-1.120361002720692,-1.120361002720692,0.8825380532932715,-3.2359414358022462,1.2330423797882821,-0.18143149674003436,0.0
138,-1.1041608736233208,-1.1041608736233208,0.8530984749585927,-3.2321742924463885,1.274914943864475,-0.17767801738037434,0.0
139,-1.0669486275602473,-1.0669486275602473,0.8657335568043798,-3.237443708076551,1.304761523711924,-0.17935441266751465,0.0
140,-1.124509606793631,-1.124509606793631,0.8796826179779211,-3.2968077705004193,1.292615545728867,-0.181317209034126,0.0
141,-1.1467453438932793,-1.1467453438932793,0.8733083108378628,-3.2828119844463695,1.262758329715227,-0.18036052462895047,0.0
142,-1.1285672373685136,-1.1285672373685136,0.893890091429151,-3.2822619882015167,1.2598046594038523,-0.1823325036115305,0.0
143,-1.1563920709599285,-1.1563920709599285,0.9198301265584985,-3.422944822245608,1.346722624727181,-0.18462435351376125,0.0
144,-1.096821573421171,-1.096821573421171,0.9528528110668268,-3.3708585544220773,1.3211841699340794,-0.1878252524082361,0.0
145,-1.0738246020864373,-1.0738246020864373,0.977331609483812,-3.395494391718933,1.344338180148684,-0.1903930793019235,0.0
146,-1.08766225648289,-1.08766225648289,0.9787976680050567,-3.3806692093238495,1.3142092848359033,-0.18973471014334414,0.0
147,-1.1369812630401896,-1.1369812630401896,0.9940914037978679,-3.443525115774881,1.3124524489368234,-0.19105234423754672,0.0
148,-1.1036894523183234,-1.1036894523183234,1.0128541528438064,-3.503707561414024,1.3871639562518943,-0.19279510548580103,0.0
149,-1.0634028437298002,-1.0634028437298002,1.0151847173799124,-3.5062172592070375,1.4276296980973249,-0.19362839135595694,0.0
150,-1.1754153245838148,-1.1754153245838148,0.94950386398077,-3.403678850330427,1.278759661765843,-0.18673459558719366,0.0
151,-1.103011713902692,-1.103011713902692,0.9416303840345825,-3.354170363356804,1.3095282654195293,-0.18718211189418638,0.0
152,-1.2086344080098423,-1.2086344080098423,0.871199539393359,-3.301281670319426,1.221447722916225,-0.17951646468679539,0.0
153,-1.0759715970133334,-1.0759715970133334,0.8168852801453257,-3.11408206184381,1.2212251846851505,-0.17364635421781038,0.0
154,-1.0302256396504683,-1.0302256396504683,0.8147827657879327,-3.1011297504994793,1.2561213450610784,-0.17359012414223907,0.0
155,-1.0899988306813788,-1.0899988306813788,0.8139997751552649,-3.1272907600444046,1.2232921542077608,-0.17368014647261087,0.0
156,-1.3378874866053065,-1.3378874866053065,0.8102613931245362,-3.361688435521344,1.2135395557915012,-0.1728726088889792,0.0
157,-1.067292808090394,-1.067292808090394,0.800913376197624,-3.097820288373883,1.229614104085865,-0.1722551027581768,0.0
158,-1.1334639405753297,-1.1334639405753297,0.8055019758164874,-3.135450417783149,1.196484501391332,-0.17300797157212972,0.0
159,-1.1411717111077766,-1.1411717111077766,0.7980767593822666,-3.183109590942405,1.243861120452362,-0.17154000993862034,0.0
160,-1.204648820080048,-1.204648820080048,0.836846464444639,-3.2909753617002737,1.2494800771755872,-0.17608581324606937,0.0
161,-1.1329583989996888,-1.1329583989996888,0.8273428019392239,-3.2106364917143675,1.250335290775455,-0.17466079894363112,0.0
162,-1.1059635143885944,-1.1059635143885944,0.863063478572445,-3.234942314015983,1.2659153210549443,-0.178723502411675,0.0
163,-1.095141079673816,-1.095141079673816,0.8576748189389389,-3.196724027269978,1.2439081286572233,-0.17803784622405366,0.0
164,-1.1247334619218141,-1.1247334619218141,0.8796189772268943,-3.2876010079064377,1.283248568757729,-0.18032107457510999,0.0
165,-1.2076702100074317,-1.2076702100074317,0.878757421820261,-3.3560297962091106,1.2696021643814177,-0.1802515381936913,0.0
166,-1.0767805679286804,-1.0767805679286804,0.8913758906814517,-3.289562038068699,1.3214055794585668,-0.18139888271456728,0.0
167,-1.0824493383912992,-1.0824493383912992,0.8888259991654545,-3.2567851172021554,1.2855097796454018,-0.18121947005901926,0.0
168,-1.1525861828153852,-1.1525861828153852,0.9074411076182802,-3.3392835990525156,1.2792563086188502,-0.18246682153841667,0.0
169,-1.056611141547339,-1.056611141547339,0.8769523838337955,-3.2321344028522847,1.298570877471151,-0.1794554370265089,0.0
170,-1.181304059416954,-1.181304059416954,0.8893521221627113,-3.354255441882794,1.2835992603031285,-0.18094962310197996,0.0
171,-1.1827904985585938,-1.1827904985585938,0.8883813168458237,-3.3417706237387383,1.270598808334321,-0.18094817821861636,0.0
172,-1.1507755045564396,-1.1507755045564396,0.878250787900011,-3.3214711034172018,1.2924448109607511,-0.17933850441948623,0.0
173,-1.2718131951957559,-1.2718131951957559,0.8848581862041562,-3.429775219418231,1.273103838018319,-0.1806710866856998,0.0
174,-1.2043618201737627,-1.2043618201737627,0.9175661839540693,-3.4089394515224694,1.2870114473946375,-0.183943023039842,0.0
175,-1.0540570856687184,-1.0540570856687184,0.924714306075813,-3.3145120074700145,1.3357406157254827,-0.18460820550763726,0.0
176,-1.1676081293563114,-1.1676081293563114,0.9293894912058315,-3.387237120789935,1.2902395002277927,-0.18413643269252353,0.0
177,-1.240389248687572,-1.240389248687572,0.9332566073698721,-3.4337804928333204,1.2601346367758763,-0.18544456026332298,0.0
178,-1.0680097815900735,-1.0680097815900735,0.9124116516525606,-3.295717963486789,1.3152965302441548,-0.18293946570195793,0.0
179,-1.1020338559830614,-1.1020338559830614,0.908169437842067,-3.284673286573227,1.2744699927480987,-0.18229811497500203,0.0
180,-1.0556060790565691,-1.0556060790565691,0.899462535208857,-3.2998983611821893,1.3448297469167632,-0.18213588623782306,0.0
181,-1.1136708355563583,-1.1136708355563583,0.8745849620273334,-3.265236495345219,1.2769806977615277,-0.17923989980597138,0.0
182,-1.1691742322229328,-1.1691742322229328,0.8386161924063005,-3.214851538933682,1.2070611143044485,-0.17518893821335876,0.0
183,-1.1233897198307763,-1.1233897198307763,0.8141576171641074,-3.2084417710097126,1.2708944340148292,-0.17289727609734978,0.0
184,-1.0907477151703469,-1.0907477151703469,0.7670277617930974,-3.029746162993378,1.1719706860299344,-0.1671975672781137,0.0
185,-1.1180808754427218,-1.1180808754427218,0.7695333794212944,-3.11427696137793,1.226662706513914,-0.1676651457786304,0.0
186,-1.1866241889707467,-1.1866241889707467,0.7664550453573826,-3.077720042623624,1.1246408082954953,-0.1673435827253885,0.0
187,-1.1668591095070118,-1.1668591095070118,0.7970340626398063,-3.1687442525685054,1.2048510804216876,-0.17159638336882216,0.0
188,-1.2143872640369666,-1.2143872640369666,0.7901901491356053,-3.1655510984194497,1.1609736852468777,-0.17103305154476722,0.0
189,-1.2433042778358288,-1.2433042778358288,0.7811834107283651,-3.17311321825004,1.1486255296858463,-0.1691363114437264,0.0
190,-1.1291854399469967,-1.1291854399469967,0.7954252176939243,-3.1174816476563425,1.192870990015421,-0.1709757962629571,0.0
191,-1.099362802493868,-1.099362802493868,0.8026582510794127,-3.0903242922530416,1.188303238679761,-0.171965102086438,0.0
192,-1.1146976317046415,-1.1146976317046415,0.8313090701700232,-3.2161321058176218,1.270125403942957,-0.17486167048979312,0.0
193,-1.0911238961189116,-1.0911238961189116,0.8249003644030874,-3.1168697961864464,1.2008455356644474,-0.17457392598537613,0.0
194,-1.1441981045136096,-1.1441981045136096,0.8581601724110965,-3.2423882918744487,1.2400300149497425,-0.17781505805071643,0.0
195,-1.0826983659202747,-1.0826983659202747,0.858073214935676,-3.1780675581188005,1.2372959772628493,-0.17716464831392414,0.0
196,-1.2031500196251148,-1.2031500196251148,0.9021118703161726,-3.3596338222448967,1.254371932303609,-0.1807797036525544,0.0
197,-1.1295242775558743,-1.1295242775558743,0.9198953009350769,-3.3602586228071654,1.3108390443162146,-0.18241464705923352,0.0
198,-1.1225554963136344,-1.1225554963136344,0.9716202117467511,-3.4401396592705185,1.3459639512101327,-0.1876264049368962,0.0
199,-1.0782912363929096,-1.0782912363929096,1.0130056507591925,-3.469044672816617,1.377747785664515,-0.19146889720625063,0.0
200,-1.0879953169277474,-1.0879953169277474,0.9955483501894166,-3.426283435718174,1.3427397686010103,-0.19074264638528382,0.0
201,-1.0005366292068594,-1.0005366292068594,0.9257314397704985,-3.236033421615004,1.3097653526376463,-0.18321044799749678,0.0
202,-1.1853075893896654,-1.1853075893896654,0.9044448251452315,-3.3720888713125428,1.282336456777646,-0.18065491855463917,0.0
203,-1.2209872543748281,-1.2209872543748281,0.8604455291339529,-3.3401059216605233,1.2586731381517426,-0.1765620812398082,0.0
204,-1.18250248910979,-1.18250248910979,0.7809811435384284,-3.1574431825953946,1.1939595499471767,-0.16816460694660934,0.0
205,-1.1472778758347635,-1.1472778758347635,0.7778416564274633,-3.1329820562124375,1.2078625239502108,-0.16889130261986302,0.0
206,-1.1250321008235873,-1.1250321008235873,0.7451846812722839,-3.0458471643750693,1.175630382279198,-0.16393698386442893,0.0
207,-1.195241210701837,-1.195241210701837,0.7137590693859612,-3.0132314248176315,1.1042311447298334,-0.16155716739088288,0.0
208,-0.970733533720318,-0.970733533720318,0.7158448347684828,-2.8674736927827444,1.1808953242939437,-0.16135945185051925,0.0
209,-1.0044571793941488,-1.0044571793941488,0.7428213356132584,-2.896869484563292,1.149590969555885,-0.16434755360785136,0.0
210,-0.9166602916215841,-0.9166602916215841,0.7133435820968405,-2.813286838703392,1.1832829649849677,-0.1614508698660906,0.0
211,-0.9549935146975608,-0.9549935146975608,0.7249038926491995,-2.847077135057177,1.1671797277104166,-0.162607923488612,0.0
212,-0.922561741506614,-0.922561741506614,0.7209621726336038,-2.8192508238774927,1.175726909737275,-0.16262712315348174,0.0
213,-1.0007888427225973,-1.0007888427225973,0.7062546532446399,-2.863179162185378,1.1561356662181412,-0.16045771140450335,0.0
214,-1.0871598724345966,-1.0871598724345966,0.7061408169972974,-2.955144604961213,1.161843915529319,-0.16060190310202468,0.0
215,-1.2215077957319358,-1.2215077957319358,0.7668211221856162,-3.1680275936559887,1.179698675738437,-0.16795367182614104,0.0
216,-1.1887052298835235,-1.1887052298835235,0.7850726807332784,-3.2284494956892624,1.2546715850724603,-0.16881529967297598,0.0
217,-1.1621955027017625,-1.1621955027017625,0.8205441904343227,-3.200312093820921,1.2175724006848356,-0.17291541717230713,0.0
218,-1.1144093385425564,-1.1144093385425564,0.8468854029889944,-3.173150246920986,1.211855505389435,-0.17543613148959997,0.0
219,-1.1077513463668374,-1.1077513463668374,0.8843543720980376,-3.2540080715815867,1.2619023531167115,-0.1786243982799468,0.0
220,-1.1282538972808236,-1.1282538972808236,0.9259337412522971,-3.3481418529791975,1.2939542144460767,-0.18335301337113105,0.0
221,-1.1153715579947447,-1.1153715579947447,0.9465848453858008,-3.3748491936720693,1.3128927902915235,-0.18500987680079803,0.0
222,-1.0682725803761453,-1.0682725803761453,0.9087196103417682,-3.2757208201679613,1.2987286294500477,-0.18137121178086882,0.0
