epoch,L,E,T,V,H,X
0,257.54798421700895,257.54798421700895,245.61474245391074,-5.660947492753739,19.470829855482172,-1.8766405996302513
1,41.63387634274216,41.63387634274216,34.46240218276749,-4.9990607746920945,12.886289542739627,-0.7157546080728712
2,10.47323736964897,10.47323736964897,7.357968688498002,-4.932820085069036,8.382153968008662,-0.33406520178865984
3,4.771515240055125,4.771515240055125,2.696839178809828,-2.6185300629315056,4.89039166232387,-0.19718553814706624
4,5.276119282699471,5.276119282699471,1.7860781291119001,-2.2942647333748267,5.945998580025747,-0.1616926930633486
5,2.3049215876989106,2.3049215876989106,1.014981060150455,-1.7163537053270566,3.1280025220024994,-0.12170828912698724
6,1.9489789906262776,1.9489789906262776,0.8103486053924592,-1.3588429988921171,2.6075207021852913,-0.11004731805935698
7,1.3090214019667081,1.3090214019667081,0.8315809933867877,-1.2031851848873505,1.791183235820345,-0.110557642353074
8,1.4431483337578408,1.4431483337578408,0.8859790677300263,-1.0685597808052418,1.7422702074121215,-0.1165411605790649
9,1.510955479997245,1.510955479997245,0.8933410910992132,-1.0409084446118284,1.7740740162550093,-0.11555118274514915
10,1.8554609101655615,1.8554609101655615,0.7769140987114729,-0.9475443039004198,2.1337369180438843,-0.10764580268937658
11,0.7777822355433263,0.7777822355433263,0.6592805502604835,-0.9144922944368341,1.1322273970224577,-0.09923341730278093
12,1.4602975930336823,1.4602975930336823,0.5501182965470696,-0.9150850431363828,1.916494952213732,-0.09123061259073686
13,1.3676879336655021,1.3676879336655021,0.4764743082678412,-0.9290703948654688,1.9052435928468796,-0.08495957258374956
14,1.262124070807056,1.262124070807056,0.43007947300826044,-0.9900125993393557,1.9022489594087852,-0.08019176227063429
15,4.028339402353533,4.028339402353533,0.5432717997655763,-0.89668433539843,4.472652049939913,-0.09090011195352704
16,2.616206669697452,2.616206669697452,0.4081257201072757,-0.8863871669084151,3.1703909147312226,-0.07592279823263065
17,1.3865251585955236,1.3865251585955236,0.6207790460429514,-0.9019545320534739,1.761079360440606,-0.0933787158345601
18,2.7023370029884717,2.7023370029884717,0.48801796231842204,-0.8865388890881244,3.1812262736116472,-0.08036834385347519
19,3.953899393479964,3.953899393479964,0.8003249875829074,-0.8190792697203838,4.073491535045699,-0.10083785942825697
20,1.767896178482457,1.767896178482457,0.6700515106099765,-0.7361167407988005,1.932103370209827,-0.0981419615385454
21,3.1165704101184932,3.1165704101184932,0.628107478252034,-0.7732792741541124,3.3558677266171304,-0.09412552059655882
22,3.3233021155475804,3.3233021155475804,1.0990902419974422,-0.7241967577461762,3.07051703278961,-0.12210840149329572
23,2.166801652831422,2.166801652831422,0.8618588220032747,-0.7607757814870992,2.1750240117605757,-0.10930539944533005
24,4.972650716469474,4.972650716469474,0.9759066235991571,-0.743555603614651,4.850285643172786,-0.10998594668781649
25,4.288752649816985,4.288752649816985,0.9865163351304178,-0.6325427243577557,4.052748916316265,-0.11796987727194455
26,3.1582450023884254,3.1582450023884254,0.85674065393693,-0.6829633416825849,3.0925863300433503,-0.10811863990927063
27,2.7749108936055333,2.7749108936055333,0.8290703094257703,-0.6833846415637226,2.7326073805893625,-0.10338215484587789
28,1.02888715508607,1.02888715508607,0.53549429606359,-0.7018923289672416,1.2806366999143661,-0.08535151192464463
29,3.2015634819405108,3.2015634819405108,0.981829329258074,-0.640839498399934,2.9743773555268294,-0.11380370444445767
30,2.6406698132444686,2.6406698132444686,0.6658762520016155,-0.6425071405783976,2.709679364279863,-0.0923786624586124
31,4.713674392747205,4.713674392747205,1.090577523427204,-0.6595307690075091,4.39146656941619,-0.10883893108868244
32,5.003502534467877,5.003502534467877,1.2212047313280214,-0.5937482193964345,4.502504102660051,-0.12645808012376214
33,3.829475078182577,3.829475078182577,0.7543892172399072,-0.5801276076879642,3.7512096732471973,-0.09599620461656241
34,1.2199800129450291,1.2199800129450291,0.6487097710199882,-0.5814308291246735,1.2440032003642723,-0.09130212931455768
